-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                             aten::view         0.00%     276.888us         0.00%     276.888us       8.653us            32                                                            [[8, 255, 8, 128], []]            --  
                                         aten::addcmul_         0.00%     272.357us         0.00%     272.357us       8.511us            32                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                     TransposeBackward0         0.00%     271.239us         0.01%       1.132ms      17.974us            63                                                                [[8, 8, 255, 128]]            --  
                                            aten::clone         0.00%     267.670us         0.06%      13.313ms     416.025us            32                                                           [[8, 255, 32, 128], []]            --  
                                           AddBackward0         0.00%     266.451us         0.00%     266.451us       2.776us            96                                                                  [[8, 255, 4096]]            --  
                                                aten::t         0.00%     265.825us         0.00%     592.069us       9.251us            64                                                                       [[1024, 8]]            --  
                                       aten::as_strided         0.00%     264.950us         0.00%     264.950us       2.070us           128                                                    [[8, 255, 8, 128], [], [], []]            --  
                                          aten::view_as         0.00%     264.693us         0.00%     510.137us       3.985us           128                                                        [[8, 255, 8], [8, 255, 8]]            --  
                        torch::autograd::AccumulateGrad         0.00%     264.491us         0.00%     526.254us      16.445us            32                                                                       [[1024, 8]]            --  
                                    UnsafeViewBackward0         0.00%     264.345us         0.00%     655.233us      10.238us            64                                                                     [[8, 255, 8]]            --  
                                          ViewBackward0         0.00%     263.177us         0.05%      11.041ms     175.261us            63                                                                [[8, 255, 8, 128]]            --  
                                             aten::view         0.00%     259.940us         0.00%     259.940us       8.123us            32                                                               [[2040, 14336], []]            --  
                                       aten::as_strided         0.00%     255.808us         0.00%     255.808us       1.346us           190                                                           [[4096, 8], [], [], []]            --  
                                        aten::transpose         0.00%     254.447us         0.00%     382.537us       6.170us            62                                                            [[4096, 1024], [], []]            --  
                                       aten::empty_like         0.00%     253.974us         0.01%       1.858ms      59.950us            31                                            [[8, 255, 8, 128], [], [], [], [], []]            --  
                                           aten::linear         0.00%     252.373us         6.06%        1.346s      42.069ms            32                                              [[8, 255, 14336], [4096, 14336], []]            --  
                                         SliceBackward0         0.00%     244.127us         0.10%      21.431ms     334.865us            64                                                                [[8, 32, 255, 64]]            --  
                                          ViewBackward0         0.00%     242.509us         0.00%     691.910us      10.983us            63                                                                  [[8, 255, 4096]]            --  
                                          aten::reshape         0.00%     241.785us         0.00%     633.794us       4.952us           128                                                                 [[8, 255, 8], []]            --  
                                                aten::t         0.00%     238.873us         0.00%     447.081us      13.971us            32                                                                    [[2040, 1024]]            --  
                                        aten::unsqueeze         0.00%     237.657us         0.00%     280.609us       4.385us            64                                                               [[1, 255, 128], []]            --  
                                       aten::empty_like         0.00%     235.786us         0.01%       2.875ms      44.927us            64                                                   [[4096, 8], [], [], [], [], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     234.383us         0.00%     463.660us      14.489us            32                                                                       [[4096, 8]]            --  
                                        aten::transpose         0.00%     234.325us         0.00%     326.244us       5.098us            64                                                               [[1024, 8], [], []]            --  
                                       aten::empty_like         0.00%     233.812us         0.01%       2.861ms      44.699us            64                                                   [[1024, 8], [], [], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%     223.526us         0.00%     635.141us      10.082us            63                                                                  [[8, 255, 1024]]            --  
                                          aten::reshape         0.00%     221.451us         0.00%     652.033us       6.937us            94                                                              [[8, 255, 1024], []]            --  
                                           MulBackward0         0.00%     218.044us         0.04%       7.873ms     246.028us            32                                                                  [[8, 255, 1024]]            --  
                                            aten::zero_         0.00%     214.778us         0.00%     214.778us       3.356us            64                                                                       [[1024, 8]]            --  
                                        aten::transpose         0.00%     209.351us         0.00%     314.324us       4.911us            64                                                               [[2040, 8], [], []]            --  
                                        aten::transpose         0.00%     206.531us         0.00%     281.759us       4.402us            64                                                               [[8, 1024], [], []]            --  
                                             aten::view         0.00%     205.420us         0.00%     205.420us       6.419us            32                                                                [[2040, 1024], []]            --  
                                                aten::t         0.00%     198.680us         0.00%     513.004us       8.016us            64                                                                       [[2040, 8]]            --  
                                          ViewBackward0         0.00%     198.021us         0.00%     575.332us       8.990us            64                                                                       [[2040, 8]]            --  
                                          aten::reshape         0.00%     196.810us         0.00%     377.311us       5.895us            64                                                                   [[2040, 8], []]            --  
                                           NegBackward0         0.00%     196.530us         0.01%       2.741ms      88.422us            31                                                                 [[8, 8, 255, 64]]            --  
                                                aten::t         0.00%     194.629us         0.00%     476.388us       7.444us            64                                                                       [[8, 1024]]            --  
                                       aten::empty_like         0.00%     192.057us         0.01%       1.768ms      55.239us            32                                           [[8, 255, 32, 128], [], [], [], [], []]            --  
                                                 detach         0.00%     188.844us         0.00%     188.844us       2.951us            64                                                                       [[8, 4096]]            --  
                                        ToCopyBackward0         0.00%     186.038us         0.03%       5.837ms     182.410us            32                                                                  [[8, 255, 1024]]            --  
                                 aten::nll_loss_forward         0.00%     184.994us         0.00%     184.994us     184.994us             1                                              [[2040, 128256], [2040], [], [], []]            --  
                                               aten::to         0.00%     182.043us         0.06%      14.383ms     151.400us            95                                                  [[8, 255, 1024], [], [], [], []]            --  
                                                aten::t         0.00%     181.574us         0.00%     370.479us      11.577us            32                                                                    [[2040, 4096]]            --  
                                          ViewBackward0         0.00%     180.664us         0.00%     530.771us      16.587us            32                                                                   [[2040, 14336]]            --  
                                             aten::view         0.00%     180.501us         0.00%     180.501us       2.820us            64                                                                   [[2040, 8], []]            --  
                                              aten::mul         0.00%     178.458us         0.00%     260.611us     130.306us             2                                                               [[1, 255, 128], []]     65280.000  
                                           aten::linear         0.00%     178.288us         3.09%     686.605ms      21.456ms            32                                                [[8, 255, 4096], [4096, 4096], []]            --  
                                                 detach         0.00%     177.641us         0.00%     177.641us       5.551us            32                                                                       [[1024, 8]]            --  
                                           CatBackward0         0.00%     175.502us         0.00%     866.240us      27.070us            32                                                               [[8, 32, 255, 128]]            --  
                                             aten::view         0.00%     169.278us         0.00%     169.278us       5.290us            32                                                           [[8, 255, 32, 128], []]            --  
                                            aten::zero_         0.00%     162.947us         0.01%       1.256ms      19.629us            64                                                                       [[4096, 8]]            --  
                                     aten::_unsafe_view         0.00%     160.140us         0.00%     160.140us       5.166us            31                                                            [[8, 255, 8, 128], []]            --  
                                                 detach         0.00%     159.480us         0.00%     159.480us       4.984us            32                                                                       [[4096, 8]]            --  
                                               aten::to         0.00%     159.351us         0.03%       5.651ms     176.596us            32                                      [[8, 255, 1024], [], [], [], [], [], [], []]            --  
                                           aten::linear         0.00%     157.159us         1.07%     238.378ms       7.449ms            32                                                [[8, 255, 4096], [1024, 4096], []]            --  
                                        aten::transpose         0.00%     152.806us         0.00%     218.056us       3.407us            64                                                            [[1024, 4096], [], []]            --  
                                            aten::zero_         0.00%     144.852us         0.04%       9.982ms     155.974us            64                                                               [[8, 32, 255, 128]]            --  
                                             TBackward0         0.00%     144.251us         0.00%     620.037us       9.688us            64                                                                       [[4096, 8]]            --  
                                     TransposeBackward0         0.00%     139.279us         0.00%     593.145us      18.536us            32                                                               [[8, 255, 32, 128]]            --  
                                      aten::result_type         0.00%     134.649us         0.00%     134.649us       1.044us           129                                                              [[8, 255, 4096], []]            --  
                                            aten::zero_         0.00%     134.092us         0.01%       2.603ms      41.987us            62                                                                [[8, 8, 255, 128]]            --  
                                        aten::transpose         0.00%     132.148us         0.00%     208.208us       6.506us            32                                                            [[2040, 1024], [], []]            --  
                                       aten::as_strided         0.00%     128.090us         0.00%     128.090us       2.066us            62                                                        [[4096, 1024], [], [], []]            --  
                                            aten::zero_         0.00%     126.544us         0.02%       4.778ms     149.298us            32                                                               [[8, 255, 32, 128]]            --  
                                            aten::zero_         0.00%     125.898us         0.02%       3.950ms      61.720us            64                                                                [[8, 255, 8, 128]]            --  
                                     aten::_unsafe_view         0.00%     124.766us         0.00%     124.766us       3.899us            32                                                           [[8, 255, 32, 128], []]            --  
                                          aten::view_as         0.00%     123.584us         0.00%     303.105us       4.811us            63                                                  [[8, 255, 1024], [8, 255, 1024]]            --  
                                          ViewBackward0         0.00%     121.473us         0.00%     361.891us      11.674us            31                                                                  [[8, 255, 1024]]            --  
                                           AddBackward0         0.00%     121.449us         0.00%     121.449us       3.918us            31                                                                [[8, 8, 255, 128]]            --  
                                           aten::detach         0.00%     121.222us         0.00%     310.066us       4.845us            64                                                                       [[8, 4096]]            --  
                                        aten::transpose         0.00%     119.560us         0.00%     188.905us       5.903us            32                                                            [[2040, 4096], [], []]            --  
                                      aten::result_type         0.00%     118.130us         0.00%     118.130us       1.846us            64                                                                 [[8, 255, 1], []]            --  
                                     aten::resolve_conj         0.00%     117.789us         0.00%     117.789us       0.613us           192                                                                   [[2040, 14336]]            --  
                                       aten::empty_like         0.00%     116.810us         0.01%       1.468ms      45.863us            32                                           [[8, 32, 255, 128], [], [], [], [], []]            --  
                                     TransposeBackward0         0.00%     110.141us         0.00%     489.402us      15.294us            32                                                               [[8, 32, 255, 128]]            --  
                              aten::_local_scalar_dense         0.00%     109.748us         0.00%     109.748us       0.844us           130                                                                              [[]]            --  
                                       aten::as_strided         0.00%     104.973us         0.00%     104.973us       1.640us            64                                                           [[2040, 8], [], [], []]            --  
                                     aten::resolve_conj         0.00%     103.040us         0.00%     103.040us       0.324us           318                                                                       [[2040, 8]]            --  
                                           NegBackward0         0.00%      99.965us         0.03%       5.697ms     178.023us            32                                                                [[8, 32, 255, 64]]            --  
                                           AddBackward0         0.00%      99.425us         0.00%      99.425us       1.554us            64                                                                     [[8, 255, 1]]            --  
                                           aten::linear         0.00%      99.292us         0.11%      23.678ms     739.925us            32                                                      [[8, 255, 8], [4096, 8], []]            --  
                                          aten::detach_         0.00%      95.070us         0.00%     113.166us       1.768us            64                                                                             [[0]]            --  
                                          ViewBackward0         0.00%      94.120us         0.06%      13.857ms     433.022us            32                                                               [[8, 255, 32, 128]]            --  
                                       aten::as_strided         0.00%      91.919us         0.00%      91.919us       1.436us            64                                                           [[1024, 8], [], [], []]            --  
                                        aten::transpose         0.00%      90.168us         0.00%     120.825us       3.776us            32                                                            [[8, 32, 255], [], []]            --  
                                          aten::reshape         0.00%      90.167us         0.00%     350.107us      10.941us            32                                                               [[2040, 14336], []]            --  
                                                detach_         0.00%      89.786us         0.00%      89.786us       0.701us           128                                                                              [[]]            --  
                                           aten::linear         0.00%      88.759us         0.04%       8.908ms     278.386us            32                                                      [[8, 255, 8], [1024, 8], []]            --  
                                aten::nll_loss_backward         0.00%      84.342us         0.05%      11.245ms      11.245ms             1                                      [[], [2040, 128256], [2040], [], [], [], []]            --  
                                               aten::eq         0.00%      84.288us         0.00%      84.288us      84.288us             1                                                                    [[8, 255], []]            --  
                                           aten::detach         0.00%      84.122us         0.00%     261.763us       8.180us            32                                                                       [[1024, 8]]            --  
                                             TBackward0         0.00%      83.756us         0.00%     315.611us       9.863us            32                                                                       [[8, 1024]]            --  
                                             TBackward0         0.00%      78.517us         0.00%     349.887us      10.934us            32                                                                       [[8, 4096]]            --  
                                       aten::as_strided         0.00%      76.060us         0.00%      76.060us       2.377us            32                                                        [[2040, 1024], [], [], []]            --  
                                       aten::as_strided         0.00%      75.228us         0.00%      75.228us       1.175us            64                                                           [[8, 1024], [], [], []]            --  
                                  aten::constant_pad_nd         0.00%      71.502us         0.00%     246.285us     246.285us             1                                                                [[8, 255], [], []]            --  
                                              aten::cos         0.00%      70.008us         0.00%      70.008us      70.008us             1                                                                   [[1, 255, 128]]            --  
                                           aten::detach         0.00%      69.797us         0.00%     229.277us       7.165us            32                                                                       [[4096, 8]]            --  
                                       aten::as_strided         0.00%      69.613us         0.00%      69.613us       2.109us            33                                                        [[2040, 4096], [], [], []]            --  
                                   BackwardHookFunction         0.00%      69.576us         0.00%      89.720us      89.720us             1                                                                [[8, 255, 128256]]            --  
                                              aten::bmm         0.00%      69.381us         0.00%      69.976us      69.976us             1                                                         [[1, 64, 1], [1, 1, 255]]     32640.000  
                                          aten::reshape         0.00%      66.557us         0.00%     271.977us       8.499us            32                                                                [[2040, 1024], []]            --  
                                       aten::as_strided         0.00%      65.250us         0.00%      65.250us       1.020us            64                                                        [[1024, 4096], [], [], []]            --  
                                     aten::resolve_conj         0.00%      64.698us         0.00%      64.698us       0.341us           190                                                                    [[2040, 1024]]            --  
                                              aten::sin         0.00%      61.821us         0.00%      61.821us      61.821us             1                                                                   [[1, 255, 128]]            --  
                                          aten::resize_         0.00%      61.783us         0.00%      61.783us      61.783us             1                                                                     [[0], [], []]            --  
                                               aten::to         0.00%      60.451us         0.00%      60.451us       0.945us            64                                                     [[8, 255, 1], [], [], [], []]            --  
                                           aten::matmul         0.00%      56.042us         1.03%     229.044ms     229.044ms             1                                                  [[8, 255, 4096], [4096, 128256]]            --  
                                              aten::add         0.00%      55.557us         0.00%      55.557us      55.557us             1                                                                   [[255], [], []]       255.000  
                                        aten::transpose         0.00%      55.184us         0.00%      73.135us       2.285us            32                                                            [[8, 255, 32], [], []]            --  
                                           AddBackward0         0.00%      49.715us         0.00%      49.715us       1.554us            32                                                                  [[8, 255, 1024]]            --  
                                               aten::to         0.00%      49.352us         0.00%      49.352us       0.386us           128                                                          [[], [], [], [], [], []]            --  
                                           AddBackward0         0.00%      49.169us         0.00%      49.169us       1.537us            32                                                               [[8, 32, 255, 128]]            --  
                                     aten::resolve_conj         0.00%      45.712us         0.00%      45.712us       0.363us           126                                                                       [[8, 4096]]            --  
                                     aten::resolve_conj         0.00%      44.156us         0.00%      44.156us       0.690us            64                                                                       [[1024, 8]]            --  
                                       aten::as_strided         0.00%      43.631us         0.00%      43.631us       0.671us            65                                                       [[1, 255, 128], [], [], []]            --  
                                         aten::_to_copy         0.00%      43.541us         0.12%      25.998ms      12.999ms             2                                        [[8, 255, 128256], [], [], [], [], [], []]            --  
autograd::engine::evaluate_function: NllLossBackward...         0.00%      41.220us         0.05%      11.301ms      11.301ms             1                                                                                []            --  
                                       aten::lift_fresh         0.00%      33.798us         0.00%      33.798us       0.262us           129                                                                              [[]]            --  
                           BackwardHookFunctionBackward         0.00%      30.694us         0.00%      30.694us      30.694us             1                                                                [[8, 255, 128256]]            --  
                                       aten::as_strided         0.00%      30.657us         0.00%      30.657us       0.958us            32                                                        [[8, 32, 255], [], [], []]            --  
                                             aten::view         0.00%      29.625us         0.00%      29.625us       9.875us             3                                                            [[8, 255, 128256], []]            --  
                                     aten::resolve_conj         0.00%      29.554us         0.00%      29.554us       0.462us            64                                                                       [[4096, 8]]            --  
                                            MmBackward0         0.00%      28.742us         1.48%     329.472ms     329.472ms             1                                                                  [[2040, 128256]]            --  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.00%      27.117us         0.11%      25.015ms      25.015ms             1                                                                                []            --  
                                            aten::slice         0.00%      26.874us         0.00%      35.555us      17.777us             2                                                        [[8, 256], [], [], [], []]            --  
                                     aten::_unsafe_view         0.00%      26.756us         0.00%      26.756us      26.756us             1                                                              [[2040, 128256], []]            --  
                                            aten::copy_         0.00%      25.721us         0.00%      25.721us       8.574us             3                                                          [[8, 255], [8, 255], []]            --  
                                            aten::clone         0.00%      25.280us         0.00%     152.659us      76.330us             2                                                                    [[8, 255], []]            --  
                                               aten::to         0.00%      24.122us         0.00%      24.122us       0.377us            64                                                         [[0], [], [], [], [], []]            --  
                                       aten::lift_fresh         0.00%      23.276us         0.00%      23.276us       0.364us            64                                                                             [[0]]            --  
                                                detach_         0.00%      18.096us         0.00%      18.096us       0.283us            64                                                                             [[0]]            --  
                                       aten::as_strided         0.00%      17.951us         0.00%      17.951us       0.561us            32                                                        [[8, 255, 32], [], [], []]            --  
                                     aten::resolve_conj         0.00%      15.452us         0.00%      15.452us       0.241us            64                                                                   [[14336, 4096]]            --  
                                     aten::resolve_conj         0.00%      15.288us         0.00%      15.288us       0.247us            62                                                                    [[1024, 4096]]            --  
                                       NllLossBackward0         0.00%      15.115us         0.05%      11.260ms      11.260ms             1                                                                              [[]]            --  
                                            aten::copy_         0.00%      14.827us         0.00%      14.827us       7.414us             2                                                [[1, 255, 128], [1, 255, 128], []]            --  
                               aten::cross_entropy_loss         0.00%      13.929us         0.12%      26.254ms      26.254ms             1                                          [[2040, 128256], [2040], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%      13.804us         0.00%      13.804us       0.219us            63                                                                    [[4096, 4096]]            --  
                                           aten::narrow         0.00%      13.611us         0.00%      31.684us      31.684us             1                                                            [[8, 256], [], [], []]            --  
                                    LogSoftmaxBackward0         0.00%      13.159us         0.11%      24.988ms      24.988ms             1                                                                  [[2040, 128256]]            --  
                                           aten::matmul         0.00%      13.065us         0.00%      98.564us      98.564us             1                                                         [[1, 64, 1], [1, 1, 255]]            --  
                                            aten::fill_         0.00%      12.432us         0.00%      12.432us      12.432us             1                                                                    [[8, 256], []]            --  
                                            aten::alias         0.00%      12.348us         0.00%      12.348us      12.348us             1                                                                  [[8, 255, 4096]]            --  
                                           aten::expand         0.00%      10.888us         0.00%      13.812us       6.906us             2                                                              [[1, 64, 1], [], []]            --  
                                        aten::embedding         0.00%      10.502us         0.00%     319.154us     319.154us             1                                            [[128256, 4096], [8, 255], [], [], []]            --  
                                              aten::pad         0.00%      10.276us         0.00%     256.561us     256.561us             1                                                            [[8, 255], [], [], []]            --  
                                      aten::log_softmax         0.00%       9.921us         0.12%      26.042ms      26.042ms             1                                                          [[2040, 128256], [], []]            --  
                                        aten::ones_like         0.00%       9.264us         0.00%      77.135us      77.135us             1                                                          [[], [], [], [], [], []]            --  
                                             aten::view         0.00%       9.231us         0.00%       9.231us       9.231us             1                                                              [[2040, 128256], []]            --  
                                       aten::as_strided         0.00%       8.681us         0.00%       8.681us       4.340us             2                                                            [[8, 256], [], [], []]            --  
                                       aten::empty_like         0.00%       8.447us         0.00%      65.160us      65.160us             1                                                          [[], [], [], [], [], []]            --  
                                          ViewBackward0         0.00%       8.310us         0.00%      20.903us      20.903us             1                                                                  [[2040, 128256]]            --  
                                           aten::linear         0.00%       8.179us         1.03%     229.069ms     229.069ms             1                                              [[8, 255, 4096], [128256, 4096], []]            --  
                                                aten::t         0.00%       8.110us         0.00%      17.731us      17.731us             1                                                                  [[4096, 128256]]            --  
                                               aten::to         0.00%       7.923us         0.06%      14.106ms      14.106ms             1                                                [[8, 255, 128256], [], [], [], []]            --  
                                         aten::_to_copy         0.00%       7.615us         0.00%      62.704us      62.704us             1                                             [[1, 1, 255], [], [], [], [], [], []]            --  
                                           aten::arange         0.00%       7.555us         0.00%      69.338us      69.338us             1                                                                 [[], [], [], [0]]            --  
                                             aten::view         0.00%       7.195us         0.00%       7.195us       3.597us             2                                                                    [[8, 255], []]            --  
                                      aten::nll_loss_nd         0.00%       6.994us         0.00%     198.146us     198.146us             1                                              [[2040, 128256], [2040], [], [], []]            --  
                                        aten::unsqueeze         0.00%       6.817us         0.00%       7.690us       7.690us             1                                                                       [[255], []]            --  
                                          aten::view_as         0.00%       6.552us         0.00%      20.144us      20.144us             1                                              [[8, 255, 128256], [8, 255, 128256]]            --  
                                        aten::transpose         0.00%       6.515us         0.00%       9.621us       9.621us             1                                                          [[4096, 128256], [], []]            --  
                                                aten::t         0.00%       6.513us         0.00%      17.013us      17.013us             1                                                                  [[128256, 4096]]            --  
                                       aten::empty_like         0.00%       6.502us         0.00%      73.905us      73.905us             1                                                    [[8, 255], [], [], [], [], []]            --  
                                        aten::transpose         0.00%       6.378us         0.00%      10.500us      10.500us             1                                                          [[128256, 4096], [], []]            --  
                                     aten::resolve_conj         0.00%       6.347us         0.00%       6.347us       0.198us            32                                                                   [[4096, 14336]]            --  
                                 aten::_index_put_impl_         0.00%       6.232us         0.00%      14.912us      14.912us             1                                                        [[8, 255], [], [], [], []]            --  
                                       aten::as_strided         0.00%       6.213us         0.00%       6.213us       3.107us             2                                                      [[128256, 4096], [], [], []]            --  
                                         aten::nll_loss         0.00%       6.158us         0.00%     191.152us     191.152us             1                                              [[2040, 128256], [2040], [], [], []]            --  
                                        aten::transpose         0.00%       6.047us         0.00%       7.147us       7.147us             1                                                            [[1, 64, 255], [], []]            --  
                                         aten::_to_copy         0.00%       5.869us         0.00%     102.545us      51.273us             2                                           [[1, 255, 128], [], [], [], [], [], []]            --  
                                       aten::contiguous         0.00%       5.658us         0.00%     102.357us     102.357us             1                                                                    [[8, 255], []]            --  
    autograd::engine::evaluate_function: AliasBackward0         0.00%       5.121us         0.00%       6.354us       6.354us             1                                                                                []            --  
                                       aten::index_put_         0.00%       5.081us         0.00%      19.993us      19.993us             1                                                            [[8, 255], [], [], []]            --  
                                     aten::masked_fill_         0.00%       4.743us         0.00%       4.743us       4.743us             1                                                          [[8, 255], [8, 255], []]            --  
                                           aten::arange         0.00%       4.666us         0.00%      74.556us      74.556us             1                                                              [[], [], [], [], []]            --  
                                        ToCopyBackward0         0.00%       4.374us         0.05%      11.908ms      11.908ms             1                                                                [[8, 255, 128256]]            --  
                                            aten::zero_         0.00%       4.181us         0.05%      11.161ms      11.161ms             1                                                                  [[2040, 128256]]            --  
                                           aten::select         0.00%       4.064us         0.00%       6.155us       6.155us             1                                                          [[128256, 4096], [], []]            --  
                                                 detach         0.00%       3.598us         0.00%       3.598us       1.799us             2                                                                        [[8, 255]]            --  
                                           aten::narrow         0.00%       3.502us         0.00%       7.238us       7.238us             1                                                       [[1, 255, 128], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%       3.434us         0.00%       8.897us       8.897us             1                                                                [[8, 255, 128256]]            --  
                                          aten::reshape         0.00%       3.362us         0.00%      12.593us      12.593us             1                                                              [[2040, 128256], []]            --  
                                            aten::copy_         0.00%       3.247us         0.00%       3.247us       3.247us             1                                                    [[1, 1, 255], [1, 1, 255], []]            --  
                                     aten::_unsafe_view         0.00%       3.125us         0.00%       3.125us       3.125us             1                                                                [[1, 64, 255], []]            --  
                                       aten::as_strided         0.00%       3.106us         0.00%       3.106us       3.106us             1                                                      [[4096, 128256], [], [], []]            --  
                                            aten::slice         0.00%       3.057us         0.00%       3.736us       3.736us             1                                                   [[1, 255, 128], [], [], [], []]            --  
                                        aten::unsqueeze         0.00%       3.001us         0.00%       3.467us       3.467us             1                                                                     [[1, 64], []]            --  
                                               aten::to         0.00%       2.978us         0.05%      11.903ms      11.903ms             1                                    [[8, 255, 128256], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       2.924us         0.00%       2.924us       1.462us             2                                                          [[1, 64, 1], [], [], []]            --  
                                             aten::view         0.00%       2.824us         0.00%       2.824us       2.824us             1                                                                  [[1, 64, 1], []]            --  
                                            aten::fill_         0.00%       2.711us         0.00%       2.711us       2.711us             1                                                                          [[], []]            --  
                                               aten::to         0.00%       2.579us         0.00%       2.579us       0.860us             3                                            [[8, 255], [], [], [], [], [], [], []]            --  
                                          aten::reshape         0.00%       2.522us         0.00%       5.025us       5.025us             1                                                                    [[8, 255], []]            --  
                                        aten::unsqueeze         0.00%       2.263us         0.00%       2.776us       2.776us             1                                                                        [[64], []]            --  
                                               aten::to         0.00%       2.184us         0.00%       2.184us       2.184us             1                                              [[2040], [], [], [], [], [], [], []]            --  
                                           aten::detach         0.00%       2.112us         0.00%       5.710us       2.855us             2                                                                        [[8, 255]]            --  
                                          aten::reshape         0.00%       2.087us         0.00%       5.463us       5.463us             1                                                            [[8, 255, 128256], []]            --  
                                               aten::to         0.00%       1.775us         0.00%      64.479us      64.479us             1                                                     [[1, 1, 255], [], [], [], []]            --  
                                               aten::to         0.00%       1.762us         0.00%     104.307us      52.154us             2                                                   [[1, 255, 128], [], [], [], []]            --  
                                           aten::select         0.00%       1.702us         0.00%       1.970us       1.970us             1                                                            [[2040, 4096], [], []]            --  
                                        aten::unsqueeze         0.00%       1.621us         0.00%       1.965us       1.965us             1                                                                    [[1, 255], []]            --  
                                          aten::reshape         0.00%       1.596us         0.00%       2.478us       2.478us             1                                                                 [[1, 1, 255], []]            --  
                                           aten::expand         0.00%       1.384us         0.00%       1.706us       1.706us             1                                                             [[1, 1, 255], [], []]            --  
                                         AliasBackward0         0.00%       1.233us         0.00%       1.233us       1.233us             1                                                                  [[8, 255, 4096]]            --  
                                     aten::resolve_conj         0.00%       1.201us         0.00%       1.201us       0.600us             2                                                                  [[2040, 128256]]            --  
                                       aten::as_strided         0.00%       1.100us         0.00%       1.100us       1.100us             1                                                        [[1, 64, 255], [], [], []]            --  
                                          aten::reshape         0.00%       0.938us         0.00%       3.762us       3.762us             1                                                                  [[1, 64, 1], []]            --  
                                             aten::view         0.00%       0.882us         0.00%       0.882us       0.882us             1                                                                 [[1, 1, 255], []]            --  
                                       aten::as_strided         0.00%       0.873us         0.00%       0.873us       0.873us             1                                                               [[255], [], [], []]            --  
                                               aten::to         0.00%       0.571us         0.00%       0.571us       0.571us             1                                                  [[1, 64, 1], [], [], [], [], []]            --  
                                               aten::to         0.00%       0.536us         0.00%       0.536us       0.536us             1                                      [[2040, 128256], [], [], [], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.534us         0.00%       0.534us       0.534us             1                                                                     [[1, 1, 255]]            --  
                                       aten::as_strided         0.00%       0.513us         0.00%       0.513us       0.513us             1                                                                [[64], [], [], []]            --  
                                       aten::as_strided         0.00%       0.466us         0.00%       0.466us       0.466us             1                                                             [[1, 64], [], [], []]            --  
                                       aten::as_strided         0.00%       0.344us         0.00%       0.344us       0.344us             1                                                            [[1, 255], [], [], []]            --  
                                       aten::as_strided         0.00%       0.322us         0.00%       0.322us       0.322us             1                                                         [[1, 1, 255], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.174us         0.00%       0.174us       0.174us             1                                                                  [[128256, 4096]]            --  
                                     aten::resolve_conj         0.00%       0.061us         0.00%       0.061us       0.061us             1                                                                      [[1, 64, 1]]            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
Self CPU time total: 22.207s
