-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                    UnsafeViewBackward0         0.00%     480.926us         0.00%       1.239ms      12.904us            96                                                                     [[8, 256, 8]]            --  
                                             aten::view         0.00%     479.927us         0.00%     479.927us       9.998us            48                                                            [[8, 256, 8, 128], []]            --  
                                                aten::t         0.00%     474.174us         0.00%     822.359us       8.566us            96                                                                    [[1024, 5120]]            --  
                                             aten::add_         0.00%     471.959us         0.00%       2.328ms      48.493us            48                                                               [[1024, 8], [], []]            --  
                                           AddBackward0         0.00%     466.461us         0.00%     466.461us       3.239us           144                                                                  [[8, 256, 5120]]            --  
                                          aten::reshape         0.00%     465.702us         0.00%       1.278ms       9.000us           142                                                              [[8, 256, 1024], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     459.843us         0.00%     926.659us      19.305us            48                                                                       [[1024, 8]]            --  
                                          SiluBackward0         0.00%     459.248us         0.28%     129.074ms       2.689ms            48                                                                 [[8, 256, 13824]]            --  
                                           CatBackward0         0.00%     459.227us         0.00%       2.069ms      43.099us            48                                                               [[8, 40, 256, 128]]            --  
                                          aten::reshape         0.00%     458.918us         0.00%       1.372ms       9.529us           144                                                             [[8, 256, 13824], []]            --  
                                        aten::transpose         0.00%     452.861us         0.00%     616.668us       6.424us            96                                                               [[1024, 8], [], []]            --  
                                       aten::as_strided         0.00%     449.100us         0.00%     449.100us       1.570us           286                                                           [[5120, 8], [], [], []]            --  
                                          ViewBackward0         0.00%     446.398us         0.00%       1.186ms      24.707us            48                                                                   [[2048, 13824]]            --  
                                                aten::t         0.00%     437.710us         0.00%     957.433us       9.973us            96                                                                       [[8, 1024]]            --  
                                          ViewBackward0         0.00%     436.857us         0.00%       1.238ms      12.898us            96                                                                       [[2048, 8]]            --  
                                          aten::view_as         0.00%     435.942us         0.00%     981.217us       5.111us           192                                                        [[8, 256, 8], [8, 256, 8]]            --  
                                        aten::transpose         0.00%     435.728us         0.00%     631.927us       6.723us            94                                                            [[5120, 1024], [], []]            --  
                                                aten::t         0.00%     434.070us         0.00%     836.991us      17.437us            48                                                                    [[2048, 1024]]            --  
                                       aten::empty_like         0.00%     431.750us         0.01%       4.107ms      87.387us            47                                            [[8, 256, 8, 128], [], [], [], [], []]            --  
                                          ViewBackward0         0.00%     429.724us         0.00%       1.216ms      12.934us            94                                                                  [[8, 256, 1024]]            --  
                                     aten::resolve_conj         0.00%     429.090us         0.00%     429.090us       0.407us          1054                                                                    [[2048, 5120]]            --  
                                       aten::as_strided         0.00%     424.932us         0.00%     424.932us       2.213us           192                                                    [[8, 256, 8, 128], [], [], []]            --  
                                             aten::view         0.00%     422.099us         0.00%     422.099us       4.397us            96                                                                   [[2048, 8], []]            --  
                                        aten::unsqueeze         0.00%     421.482us         0.00%     491.555us       5.120us            96                                                               [[1, 256, 128], []]            --  
                                        aten::transpose         0.00%     417.559us         0.00%     593.933us       6.187us            96                                                            [[5120, 5120], [], []]            --  
                                          aten::reshape         0.00%     409.972us         0.00%       1.142ms       5.948us           192                                                                 [[8, 256, 8], []]            --  
                                       aten::zeros_like         0.00%     407.018us         0.01%       4.628ms      48.209us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                       aten::zeros_like         0.00%     404.929us         0.01%       5.843ms      60.861us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                          ViewBackward0         0.00%     403.459us         0.00%       1.133ms      11.926us            95                                                                  [[8, 256, 5120]]            --  
                                       aten::as_strided         0.00%     401.893us         0.00%     401.893us       4.186us            96                                                         [[8, 256, 1], [], [], []]            --  
                                           aten::linear         0.00%     396.028us         4.73%        2.206s      45.958ms            48                                              [[8, 256, 13824], [5120, 13824], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     392.506us         0.00%     780.870us      16.268us            48                                                                       [[5120, 8]]            --  
                                               aten::to         0.00%     387.552us         0.05%      24.091ms     168.469us           143                                                  [[8, 256, 1024], [], [], [], []]            --  
                                                aten::t         0.00%     384.222us         0.00%     960.448us      10.005us            96                                                                       [[2048, 8]]            --  
                                          aten::reshape         0.00%     379.255us         0.00%     801.354us       8.347us            96                                                                   [[2048, 8], []]            --  
                                        aten::transpose         0.00%     375.085us         0.00%     519.723us       5.414us            96                                                               [[8, 1024], [], []]            --  
                                        aten::transpose         0.00%     374.510us         0.00%     576.226us       6.002us            96                                                               [[2048, 8], [], []]            --  
                                     aten::index_select         0.00%     370.152us         0.00%     379.442us     379.442us             1                                                      [[152064, 5120], [], [2048]]            --  
                                        ToCopyBackward0         0.00%     365.161us         0.03%      12.394ms     258.200us            48                                                                  [[8, 256, 1024]]            --  
                                            aten::lerp_         0.00%     350.934us         0.00%     350.934us       7.311us            48                                                        [[1024, 8], [1024, 8], []]            --  
                                                aten::t         0.00%     349.197us         0.00%     724.438us      15.092us            48                                                                    [[2048, 5120]]            --  
                                             aten::item         0.00%     347.673us         0.00%     453.266us       2.336us           194                                                                              [[]]            --  
                                                 detach         0.00%     347.177us         0.00%     347.177us       3.616us            96                                                                       [[8, 5120]]            --  
                                       aten::empty_like         0.00%     344.161us         0.01%       4.040ms      84.172us            48                                           [[8, 256, 40, 128], [], [], [], [], []]            --  
                                           NegBackward0         0.00%     343.157us         0.05%      21.954ms     467.113us            47                                                                 [[8, 8, 256, 64]]            --  
                                          aten::detach_         0.00%     332.254us         0.00%     486.185us       2.532us           192                                                                              [[]]            --  
                                 aten::nll_loss_forward         0.00%     328.154us         0.00%     328.154us     328.154us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                             aten::view         0.00%     323.524us         0.00%     323.524us       6.740us            48                                                           [[8, 256, 40, 128], []]            --  
autograd::engine::evaluate_function: torch::autograd...         0.00%     321.027us         0.00%     880.891us      18.742us            47                                                                                []            --  
                                       aten::empty_like         0.00%     312.763us         0.01%       3.952ms      41.172us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                            aten::zero_         0.00%     312.170us         0.01%       4.744ms      50.473us            94                                                                [[8, 8, 256, 128]]            --  
                                       aten::empty_like         0.00%     311.251us         0.01%       3.954ms      41.183us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                           aten::linear         0.00%     310.292us         3.48%        1.624s      33.824ms            48                                                [[8, 256, 5120], [5120, 5120], []]            --  
                                                 detach         0.00%     307.333us         0.00%     307.333us       6.403us            48                                                                       [[1024, 8]]            --  
                                            aten::zero_         0.00%     304.961us         0.01%       2.999ms      15.619us           192                                                                       [[8, 5120]]            --  
                                            aten::zero_         0.00%     302.223us         0.05%      21.363ms     222.530us            96                                                               [[8, 40, 256, 128]]            --  
                                    UnsafeViewBackward0         0.00%     287.631us         0.00%     779.613us      16.242us            48                                                                  [[8, 256, 1024]]            --  
                                     aten::_unsafe_view         0.00%     285.389us         0.00%     285.389us       6.072us            47                                                            [[8, 256, 8, 128], []]            --  
                                               aten::to         0.00%     285.364us         0.03%      12.028ms     250.593us            48                                      [[8, 256, 1024], [], [], [], [], [], [], []]            --  
                                         aten::addcdiv_         0.00%     284.400us         0.00%     284.400us       5.925us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                             TBackward0         0.00%     278.592us         0.00%       1.133ms      11.801us            96                                                                       [[5120, 8]]            --  
                                            aten::zero_         0.00%     267.450us         0.00%     267.450us       2.786us            96                                                                       [[1024, 8]]            --  
                                        aten::transpose         0.00%     262.527us         0.00%     402.921us       8.394us            48                                                            [[2048, 1024], [], []]            --  
                                                 detach         0.00%     261.240us         0.00%     261.240us       5.443us            48                                                                       [[5120, 8]]            --  
                                     aten::_unsafe_view         0.00%     255.776us         0.00%     255.776us       5.329us            48                                                           [[8, 256, 40, 128], []]            --  
                                        aten::transpose         0.00%     253.172us         0.00%     348.185us       3.627us            96                                                            [[1024, 5120], [], []]            --  
                                       aten::empty_like         0.00%     245.890us         0.01%       2.781ms      57.945us            48                                           [[8, 40, 256, 128], [], [], [], [], []]            --  
                                           NegBackward0         0.00%     243.650us         0.03%      15.904ms     331.334us            48                                                                [[8, 40, 256, 64]]            --  
                                          aten::view_as         0.00%     237.923us         0.00%     531.059us       5.590us            95                                                  [[8, 256, 1024], [8, 256, 1024]]            --  
                                        aten::transpose         0.00%     237.436us         0.00%     375.241us       7.818us            48                                                            [[2048, 5120], [], []]            --  
                                           aten::linear         0.00%     232.105us         0.09%      40.669ms     847.272us            48                                                      [[8, 256, 8], [5120, 8], []]            --  
                                           aten::expand         0.00%     227.517us         0.00%     276.120us       5.752us            48                                                                  [[1024], [], []]            --  
                                           aten::detach         0.00%     225.787us         0.00%     572.964us       5.968us            96                                                                       [[8, 5120]]            --  
                                      aten::result_type         0.00%     223.653us         0.00%     223.653us       1.159us           193                                                              [[8, 256, 5120], []]            --  
                                     TransposeBackward0         0.00%     218.759us         0.00%     904.989us      18.854us            48                                                               [[8, 40, 256, 128]]            --  
                                           AddBackward0         0.00%     209.577us         0.00%     209.577us       4.459us            47                                                                [[8, 8, 256, 128]]            --  
                                     aten::resolve_conj         0.00%     202.943us         0.00%     202.943us       0.425us           478                                                                       [[2048, 8]]            --  
                                       aten::as_strided         0.00%     201.716us         0.00%     201.716us       2.101us            96                                                           [[2048, 8], [], [], []]            --  
                                     TransposeBackward0         0.00%     197.522us         0.00%     843.700us      17.577us            48                                                               [[8, 256, 40, 128]]            --  
                                         aten::addcmul_         0.00%     196.399us         0.00%     196.399us       4.092us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                       aten::as_strided         0.00%     196.199us         0.00%     196.199us       2.087us            94                                                        [[5120, 1024], [], [], []]            --  
                                          ViewBackward0         0.00%     192.081us         0.05%      25.336ms     527.823us            48                                                               [[8, 256, 40, 128]]            --  
                                           aten::linear         0.00%     188.465us         0.03%      12.741ms     265.431us            48                                                      [[8, 256, 8], [1024, 8], []]            --  
                                      aten::result_type         0.00%     187.809us         0.00%     187.809us       1.956us            96                                                                 [[8, 256, 1], []]            --  
                                             TBackward0         0.00%     186.517us         0.00%     606.354us      12.632us            48                                                                       [[8, 5120]]            --  
                                          aten::reshape         0.00%     184.130us         0.00%     739.556us      15.407us            48                                                               [[2048, 13824], []]            --  
                                            aten::zero_         0.00%     180.622us         0.02%       7.611ms     158.564us            48                                                               [[8, 256, 40, 128]]            --  
                                             TBackward0         0.00%     180.413us         0.00%     693.258us      14.443us            48                                                                       [[8, 1024]]            --  
                                       aten::as_strided         0.00%     176.374us         0.00%     176.374us       1.837us            96                                                        [[5120, 5120], [], [], []]            --  
                                              aten::mul         0.00%     175.652us         0.00%     260.223us     130.112us             2                                                               [[1, 256, 128], []]     65536.000  
                                       aten::as_strided         0.00%     163.807us         0.00%     163.807us       1.706us            96                                                           [[1024, 8], [], [], []]            --  
                                     aten::resolve_conj         0.00%     160.647us         0.00%     160.647us       0.558us           288                                                                   [[2048, 13824]]            --  
                                           aten::detach         0.00%     159.483us         0.00%     466.816us       9.725us            48                                                                       [[1024, 8]]            --  
                                           AddBackward0         0.00%     159.402us         0.00%     159.402us       1.660us            96                                                                     [[8, 256, 1]]            --  
                                                detach_         0.00%     153.931us         0.00%     153.931us       0.802us           192                                                                              [[]]            --  
                                            aten::zero_         0.00%     151.270us         0.00%       1.485ms      15.472us            96                                                                       [[5120, 8]]            --  
                                          aten::detach_         0.00%     151.230us         0.00%     183.016us       1.906us            96                                                                             [[0]]            --  
                                     aten::_unsafe_view         0.00%     148.171us         0.00%     148.171us       3.087us            48                                                                [[2048, 1024], []]            --  
                                       aten::as_strided         0.00%     144.638us         0.00%     144.638us       1.507us            96                                                           [[8, 1024], [], [], []]            --  
                                            aten::zero_         0.00%     140.857us         0.01%       3.541ms      36.886us            96                                                                [[8, 256, 8, 128]]            --  
                                       aten::as_strided         0.00%     140.394us         0.00%     140.394us       2.925us            48                                                        [[2048, 1024], [], [], []]            --  
                                       aten::as_strided         0.00%     138.082us         0.00%     138.082us       2.818us            49                                                        [[2048, 5120], [], [], []]            --  
                                          aten::reshape         0.00%     137.149us         0.00%     481.622us      10.034us            48                                                                [[2048, 1024], []]            --  
                                           aten::detach         0.00%     127.124us         0.00%     388.364us       8.091us            48                                                                       [[5120, 8]]            --  
                                           AddBackward0         0.00%     125.871us         0.00%     125.871us       2.622us            48                                                                  [[8, 256, 1024]]            --  
                                           AddBackward0         0.00%     123.006us         0.00%     123.006us       2.563us            48                                                               [[8, 40, 256, 128]]            --  
                                               aten::to         0.00%     110.159us         0.00%     110.159us       1.147us            96                                                     [[8, 256, 1], [], [], [], []]            --  
                                        aten::transpose         0.00%     109.665us         0.00%     159.416us       3.321us            48                                                            [[8, 40, 256], [], []]            --  
                              aten::_local_scalar_dense         0.00%     105.593us         0.00%     105.593us       0.544us           194                                                                              [[]]            --  
                                        aten::transpose         0.00%     100.494us         0.00%     129.778us       2.704us            48                                                            [[8, 256, 40], [], []]            --  
                                       aten::as_strided         0.00%      95.013us         0.00%      95.013us       0.990us            96                                                        [[1024, 5120], [], [], []]            --  
                                     aten::resolve_conj         0.00%      94.066us         0.00%      94.066us       0.329us           286                                                                    [[2048, 1024]]            --  
                                               aten::eq         0.00%      91.407us         0.00%      91.407us      91.407us             1                                                                    [[8, 256], []]            --  
                                     aten::resolve_conj         0.00%      85.977us         0.00%      85.977us       0.896us            96                                                                       [[1024, 8]]            --  
                                           AddBackward0         0.00%      82.402us         0.00%      82.402us       1.753us            47                                                                    [[2048, 1024]]            --  
                                aten::nll_loss_backward         0.00%      80.141us         0.03%      14.328ms      14.328ms             1                                      [[], [2048, 152064], [2048], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%      76.386us         0.00%      76.386us       0.402us           190                                                                       [[8, 5120]]            --  
                                              aten::sin         0.00%      74.411us         0.00%      74.411us      74.411us             1                                                                   [[1, 256, 128]]            --  
                                              aten::cos         0.00%      73.596us         0.00%      73.596us      73.596us             1                                                                   [[1, 256, 128]]            --  
                                              aten::bmm         0.00%      71.380us         0.00%      72.209us      72.209us             1                                                         [[1, 64, 1], [1, 1, 256]]     32768.000  
                                       aten::as_strided         0.00%      70.683us         0.00%      70.683us       0.729us            97                                                       [[1, 256, 128], [], [], []]            --  
                                          aten::resize_         0.00%      69.040us         0.00%      69.040us      69.040us             1                                                                     [[0], [], []]            --  
                                               aten::to         0.00%      67.944us         0.00%      67.944us       0.354us           192                                                          [[], [], [], [], [], []]            --  
                                              aten::add         0.00%      59.065us         0.00%      59.065us      59.065us             1                                                                   [[256], [], []]       256.000  
                                       aten::lift_fresh         0.00%      49.892us         0.00%      49.892us       0.259us           193                                                                              [[]]            --  
                                       aten::as_strided         0.00%      49.751us         0.00%      49.751us       1.036us            48                                                        [[8, 40, 256], [], [], []]            --  
autograd::engine::evaluate_function: NllLossBackward...         0.00%      49.696us         0.03%      14.393ms      14.393ms             1                                                                                []            --  
                                       aten::as_strided         0.00%      48.603us         0.00%      48.603us       1.013us            48                                                              [[1024], [], [], []]            --  
                                     aten::resolve_conj         0.00%      48.472us         0.00%      48.472us       0.505us            96                                                                       [[5120, 8]]            --  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.00%      41.803us         0.07%      33.223ms      33.223ms             1                                                                                []            --  
                                          ViewBackward0         0.00%      41.069us         0.00%      41.069us       0.874us            47                                                                              [[]]            --  
                                               aten::to         0.00%      40.760us         0.00%      40.760us       0.425us            96                                                         [[0], [], [], [], [], []]            --  
                                       aten::lift_fresh         0.00%      40.324us         0.00%      40.324us       0.420us            96                                                                             [[0]]            --  
                                         aten::_to_copy         0.00%      36.677us         0.08%      36.149ms      18.075ms             2                                        [[8, 256, 152064], [], [], [], [], [], []]            --  
                                   BackwardHookFunction         0.00%      36.024us         0.00%      46.487us      46.487us             1                                                                [[8, 256, 152064]]            --  
                                                detach_         0.00%      31.786us         0.00%      31.786us       0.331us            96                                                                             [[0]]            --  
                           BackwardHookFunctionBackward         0.00%      30.953us         0.00%      30.953us      30.953us             1                                                                [[8, 256, 152064]]            --  
                                     aten::resolve_conj         0.00%      29.498us         0.00%      29.498us       0.314us            94                                                                    [[1024, 5120]]            --  
                                       aten::as_strided         0.00%      29.284us         0.00%      29.284us       0.610us            48                                                        [[8, 256, 40], [], [], []]            --  
                                            MmBackward0         0.00%      27.852us         1.24%     578.246ms     578.246ms             1                                                                  [[2048, 152064]]            --  
                                           aten::matmul         0.00%      26.380us         0.72%     334.184ms     334.184ms             1                                                  [[8, 256, 5120], [5120, 152064]]            --  
                                            aten::clone         0.00%      24.145us         0.00%     149.747us      74.873us             2                                                                    [[8, 256], []]            --  
                                  aten::constant_pad_nd         0.00%      23.544us         0.00%     188.948us     188.948us             1                                                                [[8, 256], [], []]            --  
                                             aten::view         0.00%      23.430us         0.00%      23.430us       7.810us             3                                                            [[8, 256, 152064], []]            --  
                                     aten::resolve_conj         0.00%      22.617us         0.00%      22.617us       0.236us            96                                                                   [[13824, 5120]]            --  
                                            aten::copy_         0.00%      21.705us         0.00%      21.705us       7.235us             3                                                          [[8, 256], [8, 256], []]            --  
                                            aten::slice         0.00%      21.684us         0.00%      27.972us      13.986us             2                                                        [[8, 257], [], [], [], []]            --  
                                    LogSoftmaxBackward0         0.00%      18.766us         0.07%      33.181ms      33.181ms             1                                                                  [[2048, 152064]]            --  
                               aten::cross_entropy_loss         0.00%      15.539us         0.09%      42.013ms      42.013ms             1                                          [[2048, 152064], [2048], [], [], [], []]            --  
                                            aten::copy_         0.00%      15.120us         0.00%      15.120us       7.560us             2                                                [[1, 256, 128], [1, 256, 128], []]            --  
                                       NllLossBackward0         0.00%      14.896us         0.03%      14.343ms      14.343ms             1                                                                              [[]]            --  
                                     aten::_unsafe_view         0.00%      14.311us         0.00%      14.311us      14.311us             1                                                              [[2048, 152064], []]            --  
                                             aten::view         0.00%      13.835us         0.00%      13.835us      13.835us             1                                                              [[2048, 152064], []]            --  
                                           aten::matmul         0.00%      13.399us         0.00%     100.534us     100.534us             1                                                         [[1, 64, 1], [1, 1, 256]]            --  
                                     aten::resolve_conj         0.00%      12.963us         0.00%      12.963us       0.270us            48                                                                   [[5120, 13824]]            --  
                                          ViewBackward0         0.00%      12.789us         0.00%      30.083us      30.083us             1                                                                  [[2048, 152064]]            --  
                                            aten::alias         0.00%      11.931us         0.00%      11.931us      11.931us             1                                                                  [[8, 256, 5120]]            --  
                                           aten::narrow         0.00%      11.420us         0.00%      24.882us      24.882us             1                                                            [[8, 257], [], [], []]            --  
                                        aten::embedding         0.00%      11.419us         0.00%     397.420us     397.420us             1                                            [[152064, 5120], [8, 256], [], [], []]            --  
                                           aten::expand         0.00%      11.318us         0.00%      13.133us       6.566us             2                                                              [[1, 64, 1], [], []]            --  
                                     aten::resolve_conj         0.00%      10.371us         0.00%      10.371us       0.216us            48                                                                    [[5120, 5120]]            --  
                                       aten::empty_like         0.00%      10.067us         0.00%     520.047us     520.047us             1                                                          [[], [], [], [], [], []]            --  
                                        aten::ones_like         0.00%       9.427us         0.00%     531.977us     531.977us             1                                                          [[], [], [], [], [], []]            --  
                                            aten::fill_         0.00%       9.035us         0.00%       9.035us       9.035us             1                                                                    [[8, 257], []]            --  
                                      aten::log_softmax         0.00%       8.884us         0.09%      41.656ms      41.656ms             1                                                          [[2048, 152064], [], []]            --  
                                           aten::arange         0.00%       8.657us         0.00%      77.697us      77.697us             1                                                                 [[], [], [], [0]]            --  
                                              aten::pad         0.00%       8.166us         0.00%     197.114us     197.114us             1                                                            [[8, 256], [], [], []]            --  
                                         aten::_to_copy         0.00%       7.810us         0.00%      64.492us      64.492us             1                                             [[1, 1, 256], [], [], [], [], [], []]            --  
                                                aten::t         0.00%       7.619us         0.00%      16.485us      16.485us             1                                                                  [[5120, 152064]]            --  
                                         aten::_to_copy         0.00%       7.480us         0.00%     114.713us      57.357us             2                                           [[1, 256, 128], [], [], [], [], [], []]            --  
                                         aten::nll_loss         0.00%       7.166us         0.00%     335.320us     335.320us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                        aten::unsqueeze         0.00%       6.954us         0.00%       7.752us       7.752us             1                                                                       [[256], []]            --  
                                        ToCopyBackward0         0.00%       6.947us         0.03%      14.599ms      14.599ms             1                                                                [[8, 256, 152064]]            --  
                                    UnsafeViewBackward0         0.00%       6.871us         0.00%      16.781us      16.781us             1                                                                [[8, 256, 152064]]            --  
                                           aten::linear         0.00%       6.772us         0.72%     334.207ms     334.207ms             1                                              [[8, 256, 5120], [152064, 5120], []]            --  
                                             aten::view         0.00%       6.688us         0.00%       6.688us       3.344us             2                                                                    [[8, 256], []]            --  
                                                aten::t         0.00%       6.402us         0.00%      16.259us      16.259us             1                                                                  [[152064, 5120]]            --  
                                       aten::empty_like         0.00%       6.312us         0.00%      69.788us      69.788us             1                                                    [[8, 256], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       6.288us         0.00%       6.288us       3.144us             2                                                            [[8, 257], [], [], []]            --  
                                        aten::transpose         0.00%       6.240us         0.00%       8.866us       8.866us             1                                                          [[5120, 152064], [], []]            --  
                                        aten::transpose         0.00%       6.178us         0.00%       9.857us       9.857us             1                                                          [[152064, 5120], [], []]            --  
                                        aten::transpose         0.00%       6.036us         0.00%       7.161us       7.161us             1                                                            [[1, 64, 256], [], []]            --  
                                      aten::nll_loss_nd         0.00%       5.816us         0.00%     341.136us     341.136us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                 aten::_index_put_impl_         0.00%       5.571us         0.00%      14.855us      14.855us             1                                                        [[8, 256], [], [], [], []]            --  
                                       aten::as_strided         0.00%       5.510us         0.00%       5.510us       2.755us             2                                                      [[152064, 5120], [], [], []]            --  
                                               aten::to         0.00%       5.479us         0.03%      14.592ms      14.592ms             1                                    [[8, 256, 152064], [], [], [], [], [], [], []]            --  
                                           aten::arange         0.00%       5.324us         0.00%      83.647us      83.647us             1                                                              [[], [], [], [], []]            --  
                                       aten::index_put_         0.00%       5.287us         0.00%      20.142us      20.142us             1                                                            [[8, 256], [], [], []]            --  
                                     aten::masked_fill_         0.00%       4.774us         0.00%       4.774us       4.774us             1                                                          [[8, 256], [8, 256], []]            --  
                                               aten::to         0.00%       4.577us         0.05%      21.567ms      21.567ms             1                                                [[8, 256, 152064], [], [], [], []]            --  
                                            aten::zero_         0.00%       4.462us         0.03%      14.248ms      14.248ms             1                                                                  [[2048, 152064]]            --  
                                       aten::contiguous         0.00%       4.233us         0.00%      91.043us      91.043us             1                                                                    [[8, 256], []]            --  
                                            aten::slice         0.00%       4.190us         0.00%       4.800us       4.800us             1                                                   [[1, 256, 128], [], [], [], []]            --  
                                           aten::select         0.00%       4.084us         0.00%       5.915us       5.915us             1                                                          [[152064, 5120], [], []]            --  
                                                 detach         0.00%       3.982us         0.00%       3.982us       1.991us             2                                                                        [[8, 256]]            --  
                                           aten::narrow         0.00%       3.564us         0.00%       8.364us       8.364us             1                                                       [[1, 256, 128], [], [], []]            --  
                                          aten::reshape         0.00%       3.459us         0.00%      17.294us      17.294us             1                                                              [[2048, 152064], []]            --  
                                          aten::view_as         0.00%       3.419us         0.00%      10.463us      10.463us             1                                              [[8, 256, 152064], [8, 256, 152064]]            --  
    autograd::engine::evaluate_function: AliasBackward0         0.00%       3.413us         0.00%       4.468us       4.468us             1                                                                                []            --  
                                        aten::unsqueeze         0.00%       3.331us         0.00%       3.812us       3.812us             1                                                                     [[1, 64], []]            --  
                                            aten::copy_         0.00%       3.286us         0.00%       3.286us       3.286us             1                                                    [[1, 1, 256], [1, 1, 256], []]            --  
                                     aten::_unsafe_view         0.00%       3.006us         0.00%       3.006us       3.006us             1                                                                [[1, 64, 256], []]            --  
                                          aten::reshape         0.00%       2.941us         0.00%       9.910us       9.910us             1                                                            [[8, 256, 152064], []]            --  
                                               aten::to         0.00%       2.879us         0.00%       2.879us       0.960us             3                                            [[8, 256], [], [], [], [], [], [], []]            --  
                                             aten::view         0.00%       2.774us         0.00%       2.774us       2.774us             1                                                                  [[1, 64, 1], []]            --  
                                          aten::reshape         0.00%       2.696us         0.00%       5.727us       5.727us             1                                                                    [[8, 256], []]            --  
                                       aten::as_strided         0.00%       2.626us         0.00%       2.626us       2.626us             1                                                      [[5120, 152064], [], [], []]            --  
                                            aten::fill_         0.00%       2.503us         0.00%       2.503us       2.503us             1                                                                          [[], []]            --  
                                        aten::unsqueeze         0.00%       2.273us         0.00%       2.944us       2.944us             1                                                                        [[64], []]            --  
                                           aten::detach         0.00%       2.115us         0.00%       6.097us       3.049us             2                                                                        [[8, 256]]            --  
                                               aten::to         0.00%       2.108us         0.00%      66.600us      33.300us             2                                                     [[1, 1, 256], [], [], [], []]            --  
                                           aten::select         0.00%       1.970us         0.00%       2.247us       2.247us             1                                                            [[2048, 5120], [], []]            --  
                                               aten::to         0.00%       1.872us         0.00%       1.872us       1.872us             1                                              [[2048], [], [], [], [], [], [], []]            --  
                                          aten::reshape         0.00%       1.843us         0.00%       2.632us       2.632us             1                                                                 [[1, 1, 256], []]            --  
                                       aten::as_strided         0.00%       1.815us         0.00%       1.815us       0.908us             2                                                          [[1, 64, 1], [], [], []]            --  
                                               aten::to         0.00%       1.636us         0.00%     116.349us      58.175us             2                                                   [[1, 256, 128], [], [], [], []]            --  
                                        aten::unsqueeze         0.00%       1.419us         0.00%       1.818us       1.818us             1                                                                    [[1, 256], []]            --  
                                           aten::expand         0.00%       1.372us         0.00%       1.703us       1.703us             1                                                             [[1, 1, 256], [], []]            --  
                                          aten::reshape         0.00%       1.231us         0.00%       4.005us       4.005us             1                                                                  [[1, 64, 1], []]            --  
                                       aten::as_strided         0.00%       1.125us         0.00%       1.125us       1.125us             1                                                        [[1, 64, 256], [], [], []]            --  
                                               aten::to         0.00%       1.085us         0.00%       1.085us       0.543us             2                                                      [[1, 64, 1], [], [], [], []]            --  
                                         AliasBackward0         0.00%       1.055us         0.00%       1.055us       1.055us             1                                                                  [[8, 256, 5120]]            --  
                                     aten::resolve_conj         0.00%       0.985us         0.00%       0.985us       0.493us             2                                                                  [[2048, 152064]]            --  
                                       aten::as_strided         0.00%       0.798us         0.00%       0.798us       0.798us             1                                                               [[256], [], [], []]            --  
                                             aten::view         0.00%       0.789us         0.00%       0.789us       0.789us             1                                                                 [[1, 1, 256], []]            --  
                                     aten::resolve_conj         0.00%       0.766us         0.00%       0.766us       0.766us             1                                                                     [[1, 1, 256]]            --  
                                       aten::as_strided         0.00%       0.671us         0.00%       0.671us       0.671us             1                                                                [[64], [], [], []]            --  
                                               aten::to         0.00%       0.522us         0.00%       0.522us       0.522us             1                                      [[2048, 152064], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       0.481us         0.00%       0.481us       0.481us             1                                                             [[1, 64], [], [], []]            --  
                                               aten::to         0.00%       0.477us         0.00%       0.477us       0.477us             1                                          [[1, 64, 1], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       0.399us         0.00%       0.399us       0.399us             1                                                            [[1, 256], [], [], []]            --  
                                       aten::as_strided         0.00%       0.331us         0.00%       0.331us       0.331us             1                                                         [[1, 1, 256], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.131us         0.00%       0.131us       0.131us             1                                                                  [[152064, 5120]]            --  
                                     aten::resolve_conj         0.00%       0.063us         0.00%       0.063us       0.063us             1                                                                      [[1, 64, 1]]            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
Self CPU time total: 46.621s
