-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                     TransposeBackward0         0.00%     483.591us         0.00%       1.879ms      19.778us            95                                                                [[8, 8, 256, 128]]            --  
                                                aten::t         0.00%     478.462us         0.00%       1.041ms      10.845us            96                                                                       [[1024, 8]]            --  
                                       aten::zeros_like         0.00%     472.303us         0.01%       3.868ms      40.291us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                           AddBackward0         0.00%     468.168us         0.00%     468.168us       3.251us           144                                                                  [[8, 256, 5120]]            --  
                                       aten::as_strided         0.00%     465.234us         0.00%     465.234us       2.423us           192                                                    [[8, 256, 8, 128], [], [], []]            --  
                                             aten::view         0.00%     462.666us         0.00%     462.666us       9.639us            48                                                            [[8, 256, 8, 128], []]            --  
                                          aten::reshape         0.00%     449.083us         0.00%       1.366ms       9.483us           144                                                             [[8, 256, 13824], []]            --  
                                          aten::reshape         0.00%     444.304us         0.00%       1.139ms       5.931us           192                                                                 [[8, 256, 8], []]            --  
                                    UnsafeViewBackward0         0.00%     442.481us         0.00%       1.160ms      12.088us            96                                                                     [[8, 256, 8]]            --  
                                         aten::addcdiv_         0.00%     442.387us         0.00%     442.387us       9.216us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                     aten::resolve_conj         0.00%     440.002us         0.00%     440.002us       0.459us           959                                                                    [[2048, 5120]]            --  
                                          ViewBackward0         0.00%     438.831us         0.00%       1.177ms      12.259us            96                                                                       [[2048, 8]]            --  
                        torch::autograd::AccumulateGrad         0.00%     437.124us         0.00%     877.894us      18.289us            48                                                                       [[1024, 8]]            --  
                                         SliceBackward0         0.00%     437.037us         0.09%      40.477ms     421.635us            96                                                                [[8, 40, 256, 64]]            --  
                                          aten::view_as         0.00%     434.429us         0.00%     928.225us       4.835us           192                                                        [[8, 256, 8], [8, 256, 8]]            --  
                                        aten::unsqueeze         0.00%     429.070us         0.00%     500.227us       5.211us            96                                                               [[1, 256, 128], []]            --  
                                        aten::transpose         0.00%     426.613us         0.00%     606.470us       6.317us            96                                                               [[2048, 8], [], []]            --  
                                          aten::reshape         0.00%     424.058us         0.00%       1.154ms       8.129us           142                                                              [[8, 256, 1024], []]            --  
                                               aten::to         0.00%     420.280us         0.05%      21.971ms     153.642us           143                                                  [[8, 256, 1024], [], [], [], []]            --  
                                        aten::transpose         0.00%     419.085us         0.00%     599.407us       6.244us            96                                                            [[5120, 5120], [], []]            --  
                                          ViewBackward0         0.00%     415.245us         0.00%       1.138ms      12.110us            94                                                                  [[8, 256, 1024]]            --  
                                       aten::as_strided         0.00%     409.824us         0.00%     409.824us       4.269us            96                                                         [[8, 256, 1], [], [], []]            --  
                                       aten::as_strided         0.00%     409.631us         0.00%     409.631us       1.432us           286                                                           [[5120, 8], [], [], []]            --  
                                       aten::empty_like         0.00%     403.242us         0.01%       2.601ms      55.345us            47                                            [[8, 256, 8, 128], [], [], [], [], []]            --  
                                       aten::zeros_like         0.00%     400.450us         0.01%       5.277ms      54.969us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                                aten::t         0.00%     399.462us         0.00%     757.770us      15.787us            48                                                                    [[2048, 1024]]            --  
                                        aten::transpose         0.00%     398.993us         0.00%     562.610us       5.861us            96                                                               [[1024, 8], [], []]            --  
                                           MulBackward0         0.00%     395.563us         0.03%      12.879ms     268.321us            48                                                                  [[8, 256, 1024]]            --  
                        torch::autograd::AccumulateGrad         0.00%     388.145us         0.00%     780.273us      16.256us            48                                                                       [[5120, 8]]            --  
                                             aten::view         0.00%     385.250us         0.00%     385.250us       4.013us            96                                                                   [[2048, 8], []]            --  
                                                aten::t         0.00%     380.324us         0.00%     750.424us      15.634us            48                                                                    [[2048, 5120]]            --  
                                             aten::view         0.00%     376.999us         0.00%     376.999us       7.854us            48                                                           [[8, 256, 40, 128], []]            --  
                                           aten::linear         0.00%     372.146us         4.66%        2.117s      44.098ms            48                                              [[8, 256, 13824], [5120, 13824], []]            --  
                                       aten::empty_like         0.00%     369.383us         0.01%       3.125ms      32.556us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                          aten::detach_         0.00%     363.309us         0.00%     476.444us       2.481us           192                                                                              [[]]            --  
                                         aten::addcmul_         0.00%     361.425us         0.00%     361.425us       7.530us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                        aten::transpose         0.00%     357.899us         0.00%     483.401us       5.035us            96                                                               [[8, 1024], [], []]            --  
                                                aten::t         0.00%     357.474us         0.00%     963.944us      10.041us            96                                                                       [[2048, 8]]            --  
                                     aten::index_select         0.00%     357.098us         0.00%     366.213us     366.213us             1                                                      [[152064, 5120], [], [2048]]            --  
                                                 detach         0.00%     356.317us         0.00%     356.317us       3.712us            96                                                                       [[8, 5120]]            --  
                                          ViewBackward0         0.00%     354.377us         0.00%       1.087ms      11.439us            95                                                                  [[8, 256, 5120]]            --  
                                                aten::t         0.00%     352.914us         0.00%     836.315us       8.712us            96                                                                       [[8, 1024]]            --  
                                          aten::reshape         0.00%     352.803us         0.00%     738.053us       7.688us            96                                                                   [[2048, 8], []]            --  
                                           CatBackward0         0.00%     351.897us         0.00%       1.602ms      33.367us            48                                                               [[8, 40, 256, 128]]            --  
                                       aten::empty_like         0.00%     344.273us         0.01%       2.814ms      58.621us            48                                           [[8, 256, 40, 128], [], [], [], [], []]            --  
                                            aten::zero_         0.00%     342.614us         0.01%       3.523ms      18.350us           192                                                                       [[8, 5120]]            --  
                                       aten::empty_like         0.00%     335.281us         0.01%       3.101ms      32.306us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                        ToCopyBackward0         0.00%     324.719us         0.02%       9.664ms     201.338us            48                                                                  [[8, 256, 1024]]            --  
                                           aten::linear         0.00%     322.132us         3.56%        1.621s      33.765ms            48                                                [[8, 256, 5120], [5120, 5120], []]            --  
                                           NegBackward0         0.00%     300.283us         0.01%       4.522ms      96.212us            47                                                                 [[8, 8, 256, 64]]            --  
                                                 detach         0.00%     294.730us         0.00%     294.730us       6.140us            48                                                                       [[1024, 8]]            --  
                                            aten::zero_         0.00%     294.253us         0.00%     294.253us       3.065us            96                                                                       [[1024, 8]]            --  
                                                aten::t         0.00%     289.051us         0.00%     552.686us      11.759us            47                                                                    [[5120, 1024]]            --  
                                            aten::zero_         0.00%     280.621us         0.05%      20.718ms     215.810us            96                                                               [[8, 40, 256, 128]]            --  
                                               aten::to         0.00%     277.584us         0.02%       9.339ms     194.573us            48                                      [[8, 256, 1024], [], [], [], [], [], [], []]            --  
                                             TBackward0         0.00%     272.457us         0.00%       1.071ms      11.156us            96                                                                       [[5120, 8]]            --  
                                     aten::_unsafe_view         0.00%     270.329us         0.00%     270.329us       5.632us            48                                                           [[8, 256, 40, 128], []]            --  
                                     aten::_unsafe_view         0.00%     267.816us         0.00%     267.816us       5.698us            47                                                            [[8, 256, 8, 128], []]            --  
                                                 detach         0.00%     266.428us         0.00%     266.428us       5.551us            48                                                                       [[5120, 8]]            --  
                                 aten::nll_loss_forward         0.00%     247.922us         0.00%     247.922us     247.922us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%     246.280us         0.00%     677.441us      14.113us            48                                                                  [[8, 256, 1024]]            --  
                                            aten::zero_         0.00%     245.135us         0.01%       4.389ms      46.692us            94                                                                [[8, 8, 256, 128]]            --  
                                        aten::transpose         0.00%     233.584us         0.00%     370.100us       7.710us            48                                                            [[2048, 5120], [], []]            --  
                                        aten::transpose         0.00%     233.369us         0.00%     358.308us       7.465us            48                                                            [[2048, 1024], [], []]            --  
                                          aten::view_as         0.00%     225.679us         0.00%     485.931us       5.115us            95                                                  [[8, 256, 1024], [8, 256, 1024]]            --  
                                           aten::expand         0.00%     224.362us         0.00%     277.295us       5.777us            48                                                                  [[1024], [], []]            --  
                                      aten::result_type         0.00%     222.077us         0.00%     222.077us       1.151us           193                                                              [[8, 256, 5120], []]            --  
                                       aten::empty_like         0.00%     220.426us         0.01%       2.658ms      55.372us            48                                           [[8, 40, 256, 128], [], [], [], [], []]            --  
                                                aten::t         0.00%     216.214us         0.00%     389.072us       8.106us            48                                                                    [[1024, 5120]]            --  
                                           AddBackward0         0.00%     213.287us         0.00%     213.287us       4.538us            47                                                                [[8, 8, 256, 128]]            --  
                                     TransposeBackward0         0.00%     211.736us         0.00%     871.246us      18.151us            48                                                               [[8, 40, 256, 128]]            --  
                                           aten::detach         0.00%     211.539us         0.00%     567.856us       5.915us            96                                                                       [[8, 5120]]            --  
                                      aten::result_type         0.00%     208.451us         0.00%     208.451us       2.171us            96                                                                 [[8, 256, 1], []]            --  
                                           aten::linear         0.00%     207.171us         0.09%      40.098ms     835.369us            48                                                      [[8, 256, 8], [5120, 8], []]            --  
                                     TransposeBackward0         0.00%     204.474us         0.00%     850.410us      17.717us            48                                                               [[8, 256, 40, 128]]            --  
                                     aten::resolve_conj         0.00%     196.550us         0.00%     196.550us       0.411us           478                                                                       [[2048, 8]]            --  
                                          aten::reshape         0.00%     188.994us         0.00%     838.707us      17.473us            48                                                                [[2048, 1024], []]            --  
                                           aten::linear         0.00%     188.708us         0.03%      12.308ms     256.427us            48                                                      [[8, 256, 8], [1024, 8], []]            --  
                                     aten::resolve_conj         0.00%     186.897us         0.00%     186.897us       0.649us           288                                                                   [[2048, 13824]]            --  
                                        aten::transpose         0.00%     182.585us         0.00%     263.635us       5.609us            47                                                            [[5120, 1024], [], []]            --  
                                            aten::zero_         0.00%     182.054us         0.02%       7.517ms     156.595us            48                                                               [[8, 256, 40, 128]]            --  
                                       aten::as_strided         0.00%     180.322us         0.00%     180.322us       1.878us            96                                                        [[5120, 5120], [], [], []]            --  
                                          aten::reshape         0.00%     179.983us         0.00%     754.419us      15.717us            48                                                               [[2048, 13824], []]            --  
                                       aten::as_strided         0.00%     179.857us         0.00%     179.857us       1.874us            96                                                           [[2048, 8], [], [], []]            --  
                                          aten::detach_         0.00%     179.755us         0.00%     217.623us       2.267us            96                                                                             [[0]]            --  
                                              aten::mul         0.00%     177.118us         0.00%     254.148us     127.074us             2                                                               [[1, 256, 128], []]     65536.000  
                                          ViewBackward0         0.00%     174.303us         0.05%      22.467ms     468.062us            48                                                               [[8, 256, 40, 128]]            --  
                                            aten::zero_         0.00%     171.090us         0.00%       1.751ms      18.241us            96                                                                       [[5120, 8]]            --  
                                           NegBackward0         0.00%     169.559us         0.03%      12.963ms     270.068us            48                                                                [[8, 40, 256, 64]]            --  
                                           AddBackward0         0.00%     167.022us         0.00%     167.022us       1.740us            96                                                                     [[8, 256, 1]]            --  
                                     aten::_unsafe_view         0.00%     164.058us         0.00%     164.058us       3.418us            48                                                                [[2048, 1024], []]            --  
                                       aten::as_strided         0.00%     163.617us         0.00%     163.617us       1.704us            96                                                           [[1024, 8], [], [], []]            --  
                                            aten::zero_         0.00%     159.875us         0.01%       3.604ms      37.543us            96                                                                [[8, 256, 8, 128]]            --  
                                             TBackward0         0.00%     151.402us         0.00%     572.879us      11.935us            48                                                                       [[8, 5120]]            --  
                              aten::_local_scalar_dense         0.00%     149.864us         0.00%     149.864us       0.772us           194                                                                              [[]]            --  
                                             TBackward0         0.00%     149.688us         0.00%     559.799us      11.662us            48                                                                       [[8, 1024]]            --  
                                           aten::detach         0.00%     146.040us         0.00%     440.770us       9.183us            48                                                                       [[1024, 8]]            --  
                                       aten::as_strided         0.00%     136.732us         0.00%     136.732us       2.790us            49                                                        [[2048, 5120], [], [], []]            --  
                                           aten::detach         0.00%     125.700us         0.00%     392.128us       8.169us            48                                                                       [[5120, 8]]            --  
                                       aten::as_strided         0.00%     125.502us         0.00%     125.502us       1.307us            96                                                           [[8, 1024], [], [], []]            --  
                                       aten::as_strided         0.00%     124.939us         0.00%     124.939us       2.603us            48                                                        [[2048, 1024], [], [], []]            --  
                                        aten::transpose         0.00%     124.340us         0.00%     172.858us       3.601us            48                                                            [[1024, 5120], [], []]            --  
                                               aten::to         0.00%     121.370us         0.00%     121.370us       1.264us            96                                                     [[8, 256, 1], [], [], [], []]            --  
                                        aten::transpose         0.00%     116.623us         0.00%     151.407us       3.154us            48                                                            [[8, 256, 40], [], []]            --  
                                                detach_         0.00%     113.135us         0.00%     113.135us       0.589us           192                                                                              [[]]            --  
                                        aten::transpose         0.00%     112.820us         0.00%     153.053us       3.189us            48                                                            [[8, 40, 256], [], []]            --  
                                aten::nll_loss_backward         0.00%     112.580us         0.03%      14.298ms      14.298ms             1                                      [[], [2048, 152064], [2048], [], [], [], []]            --  
                                           AddBackward0         0.00%     100.959us         0.00%     100.959us       2.103us            48                                                                  [[8, 256, 1024]]            --  
                                               aten::eq         0.00%      85.285us         0.00%      85.285us      85.285us             1                                                                    [[8, 256], []]            --  
                                           AddBackward0         0.00%      82.153us         0.00%      82.153us       1.712us            48                                                               [[8, 40, 256, 128]]            --  
                                          ViewBackward0         0.00%      82.052us         0.00%      82.052us       0.873us            94                                                                              [[]]            --  
                                       aten::as_strided         0.00%      81.050us         0.00%      81.050us       1.724us            47                                                        [[5120, 1024], [], [], []]            --  
                                     aten::resolve_conj         0.00%      78.713us         0.00%      78.713us       0.412us           191                                                                    [[2048, 1024]]            --  
                                     aten::resolve_conj         0.00%      78.583us         0.00%      78.583us       0.414us           190                                                                       [[8, 5120]]            --  
                                     aten::resolve_conj         0.00%      77.414us         0.00%      77.414us       0.806us            96                                                                       [[1024, 8]]            --  
                                       aten::as_strided         0.00%      72.012us         0.00%      72.012us       0.742us            97                                                       [[1, 256, 128], [], [], []]            --  
                                               aten::to         0.00%      71.907us         0.00%      71.907us       0.375us           192                                                          [[], [], [], [], [], []]            --  
                                              aten::cos         0.00%      63.268us         0.00%      63.268us      63.268us             1                                                                   [[1, 256, 128]]            --  
                                   BackwardHookFunction         0.00%      62.456us         0.00%      81.896us      81.896us             1                                                                [[8, 256, 152064]]            --  
                                              aten::sin         0.00%      60.020us         0.00%      60.020us      60.020us             1                                                                   [[1, 256, 128]]            --  
                                              aten::bmm         0.00%      58.955us         0.00%      59.548us      59.548us             1                                                         [[1, 64, 1], [1, 1, 256]]     32768.000  
                                           aten::matmul         0.00%      55.580us         0.70%     318.272ms     318.272ms             1                                                  [[8, 256, 5120], [5120, 152064]]            --  
                                       aten::as_strided         0.00%      52.933us         0.00%      52.933us       1.103us            48                                                              [[1024], [], [], []]            --  
                                         aten::_to_copy         0.00%      50.918us         0.08%      36.243ms      18.121ms             2                                        [[8, 256, 152064], [], [], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%      49.558us         0.00%      49.558us       0.516us            96                                                                       [[5120, 8]]            --  
                                       aten::as_strided         0.00%      48.518us         0.00%      48.518us       1.011us            48                                                        [[1024, 5120], [], [], []]            --  
                                       aten::lift_fresh         0.00%      48.270us         0.00%      48.270us       0.250us           193                                                                              [[]]            --  
                                          aten::resize_         0.00%      47.426us         0.00%      47.426us      47.426us             1                                                                     [[0], [], []]            --  
                                              aten::add         0.00%      46.386us         0.00%      46.386us      46.386us             1                                                                   [[256], [], []]       256.000  
                                               aten::to         0.00%      43.491us         0.00%      43.491us       0.453us            96                                                         [[0], [], [], [], [], []]            --  
autograd::engine::evaluate_function: NllLossBackward...         0.00%      42.787us         0.03%      14.355ms      14.355ms             1                                                                                []            --  
                                       aten::lift_fresh         0.00%      41.924us         0.00%      41.924us       0.437us            96                                                                             [[0]]            --  
                                       aten::as_strided         0.00%      40.233us         0.00%      40.233us       0.838us            48                                                        [[8, 40, 256], [], [], []]            --  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.00%      38.213us         0.07%      33.016ms      33.016ms             1                                                                                []            --  
                                        aten::transpose         0.00%      38.211us         0.00%      43.113us      43.113us             1                                                          [[152064, 5120], [], []]            --  
                                                detach_         0.00%      37.868us         0.00%      37.868us       0.394us            96                                                                             [[0]]            --  
                                       aten::as_strided         0.00%      34.784us         0.00%      34.784us       0.725us            48                                                        [[8, 256, 40], [], [], []]            --  
                           BackwardHookFunctionBackward         0.00%      34.349us         0.00%      34.349us      34.349us             1                                                                [[8, 256, 152064]]            --  
                                            MmBackward0         0.00%      32.707us         1.26%     570.845ms     570.845ms             1                                                                  [[2048, 152064]]            --  
                                             aten::view         0.00%      31.952us         0.00%      31.952us      10.651us             3                                                            [[8, 256, 152064], []]            --  
                                  aten::constant_pad_nd         0.00%      31.846us         0.00%     208.050us     208.050us             1                                                                [[8, 256], [], []]            --  
                                            aten::slice         0.00%      30.971us         0.00%      38.251us      19.126us             2                                                        [[8, 257], [], [], [], []]            --  
                               aten::cross_entropy_loss         0.00%      30.256us         0.09%      42.059ms      42.059ms             1                                          [[2048, 152064], [2048], [], [], [], []]            --  
                                            aten::clone         0.00%      26.351us         0.00%     154.430us      77.215us             2                                                                    [[8, 256], []]            --  
                                            aten::copy_         0.00%      25.391us         0.00%      25.391us       8.464us             3                                                          [[8, 256], [8, 256], []]            --  
                                     aten::_unsafe_view         0.00%      25.304us         0.00%      25.304us      25.304us             1                                                              [[2048, 152064], []]            --  
                                     aten::resolve_conj         0.00%      22.184us         0.00%      22.184us       0.231us            96                                                                   [[13824, 5120]]            --  
                                    LogSoftmaxBackward0         0.00%      16.493us         0.07%      32.977ms      32.977ms             1                                                                  [[2048, 152064]]            --  
                                            aten::copy_         0.00%      16.272us         0.00%      16.272us       8.136us             2                                                [[1, 256, 128], [1, 256, 128], []]            --  
                                           aten::matmul         0.00%      15.481us         0.00%      92.654us      92.654us             1                                                         [[1, 64, 1], [1, 1, 256]]            --  
                                      aten::log_softmax         0.00%      14.512us         0.09%      41.766ms      41.766ms             1                                                          [[2048, 152064], [], []]            --  
                                       NllLossBackward0         0.00%      14.250us         0.03%      14.312ms      14.312ms             1                                                                              [[]]            --  
                                             aten::view         0.00%      13.406us         0.00%      13.406us      13.406us             1                                                              [[2048, 152064], []]            --  
                                     aten::resolve_conj         0.00%      13.148us         0.00%      13.148us       0.280us            47                                                                    [[1024, 5120]]            --  
                                            aten::alias         0.00%      12.707us         0.00%      12.707us      12.707us             1                                                                  [[8, 256, 5120]]            --  
                                        aten::embedding         0.00%      12.653us         0.00%     385.227us     385.227us             1                                            [[152064, 5120], [8, 256], [], [], []]            --  
                                           aten::expand         0.00%      12.509us         0.00%      15.012us       7.506us             2                                                              [[1, 64, 1], [], []]            --  
                                     aten::resolve_conj         0.00%      12.094us         0.00%      12.094us       0.252us            48                                                                   [[5120, 13824]]            --  
                                       aten::empty_like         0.00%      11.733us         0.00%     281.578us     281.578us             1                                                          [[], [], [], [], [], []]            --  
                                           aten::narrow         0.00%      11.075us         0.00%      33.278us      33.278us             1                                                            [[8, 257], [], [], []]            --  
                                            aten::fill_         0.00%      10.929us         0.00%      10.929us      10.929us             1                                                                    [[8, 257], []]            --  
                                          ViewBackward0         0.00%      10.509us         0.00%      27.403us      27.403us             1                                                                  [[2048, 152064]]            --  
                                     aten::resolve_conj         0.00%       9.908us         0.00%       9.908us       0.206us            48                                                                    [[5120, 5120]]            --  
                                              aten::pad         0.00%       9.764us         0.00%     217.814us     217.814us             1                                                            [[8, 256], [], [], []]            --  
                                           aten::arange         0.00%       9.593us         0.00%      57.019us      57.019us             1                                                                 [[], [], [], [0]]            --  
                                         aten::_to_copy         0.00%       9.462us         0.00%      53.207us      53.207us             1                                             [[1, 1, 256], [], [], [], [], [], []]            --  
                                        aten::ones_like         0.00%       9.396us         0.00%     294.296us     294.296us             1                                                          [[], [], [], [], [], []]            --  
                                        aten::unsqueeze         0.00%       8.478us         0.00%       9.425us       9.425us             1                                                                       [[256], []]            --  
                                         aten::_to_copy         0.00%       8.197us         0.00%      98.383us      49.191us             2                                           [[1, 256, 128], [], [], [], [], [], []]            --  
                                           aten::linear         0.00%       8.008us         0.70%     318.330ms     318.330ms             1                                              [[8, 256, 5120], [152064, 5120], []]            --  
                                      aten::nll_loss_nd         0.00%       7.984us         0.00%     261.887us     261.887us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                                aten::t         0.00%       7.803us         0.00%      16.952us      16.952us             1                                                                  [[5120, 152064]]            --  
    autograd::engine::evaluate_function: AliasBackward0         0.00%       7.723us         0.00%       9.513us       9.513us             1                                                                                []            --  
                                               aten::to         0.00%       7.576us         0.05%      21.617ms      21.617ms             1                                                [[8, 256, 152064], [], [], [], []]            --  
                                       aten::as_strided         0.00%       7.280us         0.00%       7.280us       3.640us             2                                                            [[8, 257], [], [], []]            --  
                                                aten::t         0.00%       7.127us         0.00%      50.240us      50.240us             1                                                                  [[152064, 5120]]            --  
                                        aten::transpose         0.00%       6.988us         0.00%       8.338us       8.338us             1                                                            [[1, 64, 256], [], []]            --  
                                       aten::empty_like         0.00%       6.949us         0.00%      74.623us      74.623us             1                                                    [[8, 256], [], [], [], [], []]            --  
                                             aten::view         0.00%       6.907us         0.00%       6.907us       3.454us             2                                                                    [[8, 256], []]            --  
                                       aten::as_strided         0.00%       6.656us         0.00%       6.656us       3.328us             2                                                      [[152064, 5120], [], [], []]            --  
                                          aten::view_as         0.00%       6.551us         0.00%      19.440us      19.440us             1                                              [[8, 256, 152064], [8, 256, 152064]]            --  
                                           aten::arange         0.00%       6.531us         0.00%      64.591us      64.591us             1                                                              [[], [], [], [], []]            --  
                                        aten::transpose         0.00%       6.406us         0.00%       9.149us       9.149us             1                                                          [[5120, 152064], [], []]            --  
                                         aten::nll_loss         0.00%       5.981us         0.00%     253.903us     253.903us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                       aten::index_put_         0.00%       5.627us         0.00%      19.288us      19.288us             1                                                            [[8, 256], [], [], []]            --  
                                 aten::_index_put_impl_         0.00%       5.613us         0.00%      13.661us      13.661us             1                                                        [[8, 256], [], [], [], []]            --  
                                    UnsafeViewBackward0         0.00%       5.277us         0.00%      14.945us      14.945us             1                                                                [[8, 256, 152064]]            --  
                                        ToCopyBackward0         0.00%       5.129us         0.03%      14.643ms      14.643ms             1                                                                [[8, 256, 152064]]            --  
                                       aten::contiguous         0.00%       4.970us         0.00%      99.564us      99.564us             1                                                                    [[8, 256], []]            --  
                                     aten::masked_fill_         0.00%       4.795us         0.00%       4.795us       4.795us             1                                                          [[8, 256], [8, 256], []]            --  
                                            aten::slice         0.00%       4.570us         0.00%       5.425us       5.425us             1                                                   [[1, 256, 128], [], [], [], []]            --  
                                               aten::to         0.00%       4.368us         0.03%      14.638ms      14.638ms             1                                    [[8, 256, 152064], [], [], [], [], [], [], []]            --  
                                           aten::select         0.00%       4.209us         0.00%       5.963us       5.963us             1                                                          [[152064, 5120], [], []]            --  
                                            aten::zero_         0.00%       4.194us         0.03%      14.185ms      14.185ms             1                                                                  [[2048, 152064]]            --  
                                           aten::narrow         0.00%       4.098us         0.00%       9.523us       9.523us             1                                                       [[1, 256, 128], [], [], []]            --  
                                            aten::copy_         0.00%       3.945us         0.00%       3.945us       3.945us             1                                                    [[1, 1, 256], [1, 1, 256], []]            --  
                                        aten::unsqueeze         0.00%       3.833us         0.00%       4.465us       4.465us             1                                                                     [[1, 64], []]            --  
                                     aten::_unsafe_view         0.00%       3.653us         0.00%       3.653us       3.653us             1                                                                [[1, 64, 256], []]            --  
                                          aten::reshape         0.00%       3.488us         0.00%      16.894us      16.894us             1                                                              [[2048, 152064], []]            --  
                                             aten::view         0.00%       3.373us         0.00%       3.373us       3.373us             1                                                                  [[1, 64, 1], []]            --  
                                            aten::fill_         0.00%       3.322us         0.00%       3.322us       3.322us             1                                                                          [[], []]            --  
                                               aten::to         0.00%       2.933us         0.00%       2.933us       0.978us             3                                            [[8, 256], [], [], [], [], [], [], []]            --  
                                                 detach         0.00%       2.929us         0.00%       2.929us       1.465us             2                                                                        [[8, 256]]            --  
                                        aten::unsqueeze         0.00%       2.849us         0.00%       3.458us       3.458us             1                                                                        [[64], []]            --  
                                               aten::to         0.00%       2.833us         0.00%      56.040us      28.020us             2                                                     [[1, 1, 256], [], [], [], []]            --  
                                       aten::as_strided         0.00%       2.743us         0.00%       2.743us       2.743us             1                                                      [[5120, 152064], [], [], []]            --  
                                          aten::reshape         0.00%       2.683us         0.00%       5.218us       5.218us             1                                                                    [[8, 256], []]            --  
                                       aten::as_strided         0.00%       2.503us         0.00%       2.503us       1.251us             2                                                          [[1, 64, 1], [], [], []]            --  
                                               aten::to         0.00%       2.239us         0.00%     100.622us      50.311us             2                                                   [[1, 256, 128], [], [], [], []]            --  
                                        aten::unsqueeze         0.00%       2.122us         0.00%       2.531us       2.531us             1                                                                    [[1, 256], []]            --  
                                          aten::reshape         0.00%       2.119us         0.00%       9.668us       9.668us             1                                                            [[8, 256, 152064], []]            --  
                                               aten::to         0.00%       2.020us         0.00%       2.020us       2.020us             1                                              [[2048], [], [], [], [], [], [], []]            --  
                                           aten::expand         0.00%       1.868us         0.00%       2.232us       2.232us             1                                                             [[1, 1, 256], [], []]            --  
                                           aten::select         0.00%       1.866us         0.00%       2.082us       2.082us             1                                                            [[2048, 5120], [], []]            --  
                                          aten::reshape         0.00%       1.860us         0.00%       2.974us       2.974us             1                                                                 [[1, 1, 256], []]            --  
                                         AliasBackward0         0.00%       1.790us         0.00%       1.790us       1.790us             1                                                                  [[8, 256, 5120]]            --  
                                           aten::detach         0.00%       1.764us         0.00%       4.693us       2.347us             2                                                                        [[8, 256]]            --  
                                               aten::to         0.00%       1.412us         0.00%       1.412us       0.706us             2                                                      [[1, 64, 1], [], [], [], []]            --  
                                       aten::as_strided         0.00%       1.350us         0.00%       1.350us       1.350us             1                                                        [[1, 64, 256], [], [], []]            --  
                                          aten::reshape         0.00%       1.260us         0.00%       4.633us       4.633us             1                                                                  [[1, 64, 1], []]            --  
                                     aten::resolve_conj         0.00%       1.231us         0.00%       1.231us       0.615us             2                                                                  [[2048, 152064]]            --  
                                             aten::view         0.00%       1.114us         0.00%       1.114us       1.114us             1                                                                 [[1, 1, 256], []]            --  
                                       aten::as_strided         0.00%       0.947us         0.00%       0.947us       0.947us             1                                                               [[256], [], [], []]            --  
                                       aten::as_strided         0.00%       0.632us         0.00%       0.632us       0.632us             1                                                             [[1, 64], [], [], []]            --  
                                       aten::as_strided         0.00%       0.609us         0.00%       0.609us       0.609us             1                                                                [[64], [], [], []]            --  
                                               aten::to         0.00%       0.582us         0.00%       0.582us       0.582us             1                                      [[2048, 152064], [], [], [], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.517us         0.00%       0.517us       0.517us             1                                                                     [[1, 1, 256]]            --  
                                               aten::to         0.00%       0.501us         0.00%       0.501us       0.501us             1                                          [[1, 64, 1], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       0.409us         0.00%       0.409us       0.409us             1                                                            [[1, 256], [], [], []]            --  
                                       aten::as_strided         0.00%       0.364us         0.00%       0.364us       0.364us             1                                                         [[1, 1, 256], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.160us         0.00%       0.160us       0.160us             1                                                                  [[152064, 5120]]            --  
                                     aten::resolve_conj         0.00%       0.076us         0.00%       0.076us       0.076us             1                                                                      [[1, 64, 1]]            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
Self CPU time total: 45.465s
