-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
                                             aten::view         0.00%     458.180us         0.00%     458.180us       9.545us            48                                                            [[8, 256, 8, 128], []]            --  
                                        aten::unsqueeze         0.00%     451.864us         0.00%     526.956us       5.489us            96                                                               [[1, 256, 128], []]            --  
                                    UnsafeViewBackward0         0.00%     451.411us         0.00%       1.150ms      11.981us            96                                                                     [[8, 256, 8]]            --  
                                       aten::as_strided         0.00%     450.870us         0.00%     450.870us       2.348us           192                                                    [[8, 256, 8, 128], [], [], []]            --  
                                             aten::mul_         0.00%     443.907us         0.00%       1.742ms      36.289us            48                                                                   [[1024, 8], []]            --  
                                       aten::as_strided         0.00%     440.358us         0.00%     440.358us       4.587us            96                                                         [[8, 256, 1], [], [], []]            --  
                                        aten::transpose         0.00%     438.420us         0.00%     632.478us       6.588us            96                                                            [[5120, 5120], [], []]            --  
                                          aten::reshape         0.00%     434.640us         0.00%       1.099ms       5.727us           192                                                                 [[8, 256, 8], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     433.735us         0.00%     854.784us      17.808us            48                                                                       [[1024, 8]]            --  
                                     aten::resolve_conj         0.00%     428.847us         0.00%     428.847us       0.447us           959                                                                    [[2048, 5120]]            --  
                                         SliceBackward0         0.00%     423.015us         0.09%      40.162ms     418.355us            96                                                                [[8, 40, 256, 64]]            --  
                                       aten::as_strided         0.00%     413.311us         0.00%     413.311us       1.445us           286                                                           [[5120, 8], [], [], []]            --  
                                        aten::transpose         0.00%     409.857us         0.00%     570.711us       5.945us            96                                                               [[1024, 8], [], []]            --  
                                          aten::view_as         0.00%     405.699us         0.00%     910.815us       4.744us           192                                                        [[8, 256, 8], [8, 256, 8]]            --  
                                               aten::to         0.00%     404.716us         0.05%      22.474ms     157.161us           143                                                  [[8, 256, 1024], [], [], [], []]            --  
                                       aten::zeros_like         0.00%     402.728us         0.01%       4.037ms      42.055us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                          ViewBackward0         0.00%     396.227us         0.00%       1.038ms      10.809us            96                                                                       [[2048, 8]]            --  
                                       aten::empty_like         0.00%     395.642us         0.01%       2.810ms      59.790us            47                                            [[8, 256, 8, 128], [], [], [], [], []]            --  
                                          aten::reshape         0.00%     390.905us         0.00%       1.068ms       7.522us           142                                                              [[8, 256, 1024], []]            --  
                                       aten::zeros_like         0.00%     386.994us         0.01%       5.307ms      55.280us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                                aten::t         0.00%     382.852us         0.00%     737.238us      15.359us            48                                                                    [[2048, 1024]]            --  
                                        aten::transpose         0.00%     376.198us         0.00%     554.395us       5.775us            96                                                               [[2048, 8], [], []]            --  
                                     aten::index_select         0.00%     376.059us         0.00%     385.301us     385.301us             1                                                      [[152064, 5120], [], [2048]]            --  
                                             aten::view         0.00%     375.087us         0.00%     375.087us       7.814us            48                                                           [[8, 256, 40, 128], []]            --  
                                           MulBackward0         0.00%     373.354us         0.03%      12.768ms     265.993us            48                                                                  [[8, 256, 1024]]            --  
                                          ViewBackward0         0.00%     371.729us         0.00%       1.104ms      11.617us            95                                                                  [[8, 256, 5120]]            --  
                                          ViewBackward0         0.00%     370.541us         0.00%       1.040ms      11.066us            94                                                                  [[8, 256, 1024]]            --  
                                           aten::linear         0.00%     368.969us         4.42%        2.036s      42.409ms            48                                              [[8, 256, 13824], [5120, 13824], []]            --  
                                           CatBackward0         0.00%     364.285us         0.00%       1.555ms      32.390us            48                                                               [[8, 40, 256, 128]]            --  
                                             aten::add_         0.00%     359.670us         0.00%       1.658ms      34.534us            48                                                               [[1024, 8], [], []]            --  
                        torch::autograd::AccumulateGrad         0.00%     348.660us         0.00%     730.279us      15.214us            48                                                                       [[5120, 8]]            --  
                                                aten::t         0.00%     347.013us         0.00%     700.560us      14.595us            48                                                                    [[2048, 5120]]            --  
                                          aten::detach_         0.00%     340.779us         0.00%     471.856us       2.458us           192                                                                              [[]]            --  
                                                aten::t         0.00%     338.547us         0.00%     892.942us       9.301us            96                                                                       [[2048, 8]]            --  
                                             aten::view         0.00%     327.918us         0.00%     327.918us       3.416us            96                                                                   [[2048, 8], []]            --  
                                        aten::transpose         0.00%     327.477us         0.00%     450.731us       4.695us            96                                                               [[8, 1024], [], []]            --  
                                                 detach         0.00%     327.154us         0.00%     327.154us       3.408us            96                                                                       [[8, 5120]]            --  
                                        ToCopyBackward0         0.00%     325.214us         0.02%       9.636ms     200.747us            48                                                                  [[8, 256, 1024]]            --  
                                                aten::t         0.00%     323.339us         0.00%     774.070us       8.063us            96                                                                       [[8, 1024]]            --  
                                       aten::empty_like         0.00%     322.130us         0.01%       3.401ms      35.427us            96                                                   [[5120, 8], [], [], [], [], []]            --  
                                       aten::empty_like         0.00%     318.068us         0.01%       3.041ms      63.361us            48                                           [[8, 256, 40, 128], [], [], [], [], []]            --  
                                            aten::lerp_         0.00%     314.374us         0.00%     314.374us       6.549us            48                                                        [[1024, 8], [1024, 8], []]            --  
                                          aten::reshape         0.00%     313.522us         0.00%     641.440us       6.682us            96                                                                   [[2048, 8], []]            --  
                                           aten::linear         0.00%     311.600us         3.51%        1.618s      33.711ms            48                                                [[8, 256, 5120], [5120, 5120], []]            --  
                                            aten::zero_         0.00%     306.505us         0.01%       3.052ms      15.894us           192                                                                       [[8, 5120]]            --  
                                           NegBackward0         0.00%     297.831us         0.01%       4.617ms      98.230us            47                                                                 [[8, 8, 256, 64]]            --  
                                       aten::empty_like         0.00%     293.520us         0.01%       3.369ms      35.092us            96                                                   [[1024, 8], [], [], [], [], []]            --  
                                             aten::item         0.00%     283.096us         0.00%     374.470us       1.930us           194                                                                              [[]]            --  
                                                 detach         0.00%     280.086us         0.00%     280.086us       5.835us            48                                                                       [[1024, 8]]            --  
                                     aten::_unsafe_view         0.00%     274.324us         0.00%     274.324us       5.715us            48                                                           [[8, 256, 40, 128], []]            --  
                                                aten::t         0.00%     273.028us         0.00%     525.122us      11.173us            47                                                                    [[5120, 1024]]            --  
                                               aten::to         0.00%     271.122us         0.02%       9.311ms     193.972us            48                                      [[8, 256, 1024], [], [], [], [], [], [], []]            --  
                                     aten::_unsafe_view         0.00%     270.256us         0.00%     270.256us       5.750us            47                                                            [[8, 256, 8, 128], []]            --  
                                            aten::zero_         0.00%     268.621us         0.05%      20.801ms     216.678us            96                                                               [[8, 40, 256, 128]]            --  
                                            aten::zero_         0.00%     265.768us         0.00%     265.768us       2.768us            96                                                                       [[1024, 8]]            --  
                                 aten::nll_loss_forward         0.00%     259.814us         0.00%     259.814us     259.814us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                                 detach         0.00%     256.379us         0.00%     256.379us       5.341us            48                                                                       [[5120, 8]]            --  
                                         aten::addcdiv_         0.00%     254.533us         0.00%     254.533us       5.303us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                             TBackward0         0.00%     253.651us         0.00%     983.980us      10.250us            96                                                                       [[5120, 8]]            --  
                                     TransposeBackward0         0.00%     237.060us         0.00%     907.779us      18.912us            48                                                               [[8, 256, 40, 128]]            --  
                                            aten::zero_         0.00%     234.137us         0.01%       4.492ms      47.783us            94                                                                [[8, 8, 256, 128]]            --  
                                      aten::result_type         0.00%     224.955us         0.00%     224.955us       1.166us           193                                                              [[8, 256, 5120], []]            --  
                                    UnsafeViewBackward0         0.00%     223.736us         0.00%     622.211us      12.963us            48                                                                  [[8, 256, 1024]]            --  
                                       aten::empty_like         0.00%     218.943us         0.01%       2.749ms      57.273us            48                                           [[8, 40, 256, 128], [], [], [], [], []]            --  
                                        aten::transpose         0.00%     218.423us         0.00%     354.386us       7.383us            48                                                            [[2048, 1024], [], []]            --  
                                           aten::detach         0.00%     215.954us         0.00%     543.108us       5.657us            96                                                                       [[8, 5120]]            --  
                                           aten::expand         0.00%     215.449us         0.00%     264.522us       5.511us            48                                                                  [[1024], [], []]            --  
                                          aten::view_as         0.00%     214.345us         0.00%     478.552us       5.037us            95                                                  [[8, 256, 1024], [8, 256, 1024]]            --  
                                        aten::transpose         0.00%     214.265us         0.00%     353.547us       7.366us            48                                                            [[2048, 5120], [], []]            --  
                                     TransposeBackward0         0.00%     207.222us         0.00%     837.169us      17.441us            48                                                               [[8, 40, 256, 128]]            --  
                                                aten::t         0.00%     206.083us         0.00%     373.042us       7.772us            48                                                                    [[1024, 5120]]            --  
                                           AddBackward0         0.00%     198.496us         0.00%     198.496us       4.223us            47                                                                [[8, 8, 256, 128]]            --  
                                           aten::linear         0.00%     198.360us         0.09%      39.932ms     831.920us            48                                                      [[8, 256, 8], [5120, 8], []]            --  
                                            aten::zero_         0.00%     197.589us         0.02%       7.648ms     159.327us            48                                                               [[8, 256, 40, 128]]            --  
                                      aten::result_type         0.00%     196.063us         0.00%     196.063us       2.042us            96                                                                 [[8, 256, 1], []]            --  
                                       aten::as_strided         0.00%     194.058us         0.00%     194.058us       2.021us            96                                                        [[5120, 5120], [], [], []]            --  
                                          aten::reshape         0.00%     190.910us         0.00%     771.451us      16.072us            48                                                                [[2048, 1024], []]            --  
                                     aten::resolve_conj         0.00%     190.636us         0.00%     190.636us       0.399us           478                                                                       [[2048, 8]]            --  
                                            aten::zero_         0.00%     187.242us         0.01%       3.549ms      36.972us            96                                                                [[8, 256, 8, 128]]            --  
                                           aten::linear         0.00%     185.470us         0.03%      12.723ms     265.058us            48                                                      [[8, 256, 8], [1024, 8], []]            --  
                                          aten::reshape         0.00%     185.443us         0.00%     755.871us      15.747us            48                                                               [[2048, 13824], []]            --  
                                     aten::resolve_conj         0.00%     181.227us         0.00%     181.227us       0.629us           288                                                                   [[2048, 13824]]            --  
                                       aten::as_strided         0.00%     178.197us         0.00%     178.197us       1.856us            96                                                           [[2048, 8], [], [], []]            --  
                                          aten::detach_         0.00%     178.115us         0.00%     216.259us       2.253us            96                                                                             [[0]]            --  
                                              aten::mul         0.00%     171.717us         0.00%     252.174us     126.087us             2                                                               [[1, 256, 128], []]     65536.000  
                                           NegBackward0         0.00%     170.983us         0.03%      13.026ms     271.379us            48                                                                [[8, 40, 256, 64]]            --  
                                          ViewBackward0         0.00%     169.882us         0.05%      22.790ms     474.801us            48                                                               [[8, 256, 40, 128]]            --  
                                        aten::transpose         0.00%     169.017us         0.00%     252.094us       5.364us            47                                                            [[5120, 1024], [], []]            --  
                                         aten::addcmul_         0.00%     165.425us         0.00%     165.425us       3.446us            48                                             [[1024, 8], [1024, 8], [1024, 8], []]            --  
                                           AddBackward0         0.00%     162.830us         0.00%     162.830us       1.696us            96                                                                     [[8, 256, 1]]            --  
                                     aten::_unsafe_view         0.00%     162.414us         0.00%     162.414us       3.384us            48                                                                [[2048, 1024], []]            --  
                                       aten::as_strided         0.00%     160.854us         0.00%     160.854us       1.676us            96                                                           [[1024, 8], [], [], []]            --  
                                            aten::zero_         0.00%     153.724us         0.00%       1.519ms      15.822us            96                                                                       [[5120, 8]]            --  
                                             TBackward0         0.00%     143.243us         0.00%     524.786us      10.933us            48                                                                       [[8, 1024]]            --  
                                           aten::detach         0.00%     140.963us         0.00%     421.049us       8.772us            48                                                                       [[1024, 8]]            --  
                                       aten::as_strided         0.00%     139.556us         0.00%     139.556us       2.848us            49                                                        [[2048, 5120], [], [], []]            --  
                                             TBackward0         0.00%     138.839us         0.00%     545.368us      11.362us            48                                                                       [[8, 5120]]            --  
                                       aten::as_strided         0.00%     135.963us         0.00%     135.963us       2.833us            48                                                        [[2048, 1024], [], [], []]            --  
                                                detach_         0.00%     131.077us         0.00%     131.077us       0.683us           192                                                                              [[]]            --  
                                        aten::transpose         0.00%     127.153us         0.00%     170.357us       3.549us            48                                                            [[8, 40, 256], [], []]            --  
                                           aten::detach         0.00%     125.240us         0.00%     381.619us       7.950us            48                                                                       [[5120, 8]]            --  
                                       aten::as_strided         0.00%     123.254us         0.00%     123.254us       1.284us            96                                                           [[8, 1024], [], [], []]            --  
                                        aten::transpose         0.00%     119.283us         0.00%     166.959us       3.478us            48                                                            [[1024, 5120], [], []]            --  
                                        aten::transpose         0.00%     114.231us         0.00%     148.128us       3.086us            48                                                            [[8, 256, 40], [], []]            --  
                                               aten::to         0.00%     107.316us         0.00%     107.316us       1.118us            96                                                     [[8, 256, 1], [], [], [], []]            --  
                                               aten::eq         0.00%     104.726us         0.00%     104.726us     104.726us             1                                                                    [[8, 256], []]            --  
                                           AddBackward0         0.00%     100.765us         0.00%     100.765us       2.099us            48                                                                  [[8, 256, 1024]]            --  
                              aten::_local_scalar_dense         0.00%      91.374us         0.00%      91.374us       0.471us           194                                                                              [[]]            --  
                                           AddBackward0         0.00%      83.198us         0.00%      83.198us       1.733us            48                                                               [[8, 40, 256, 128]]            --  
                                       aten::as_strided         0.00%      83.077us         0.00%      83.077us       1.768us            47                                                        [[5120, 1024], [], [], []]            --  
                                          ViewBackward0         0.00%      78.166us         0.00%      78.166us       0.832us            94                                                                              [[]]            --  
                                       aten::as_strided         0.00%      75.813us         0.00%      75.813us       0.782us            97                                                       [[1, 256, 128], [], [], []]            --  
                                aten::nll_loss_backward         0.00%      74.247us         0.03%      14.189ms      14.189ms             1                                      [[], [2048, 152064], [2048], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%      73.979us         0.00%      73.979us       0.771us            96                                                                       [[1024, 8]]            --  
                                              aten::cos         0.00%      71.795us         0.00%      71.795us      71.795us             1                                                                   [[1, 256, 128]]            --  
                                     aten::resolve_conj         0.00%      71.317us         0.00%      71.317us       0.375us           190                                                                       [[8, 5120]]            --  
                                              aten::sin         0.00%      70.021us         0.00%      70.021us      70.021us             1                                                                   [[1, 256, 128]]            --  
                                              aten::bmm         0.00%      69.598us         0.00%      70.356us      70.356us             1                                                         [[1, 64, 1], [1, 1, 256]]     32768.000  
                                               aten::to         0.00%      67.428us         0.00%      67.428us       0.351us           192                                                          [[], [], [], [], [], []]            --  
                                   BackwardHookFunction         0.00%      64.913us         0.00%      84.425us      84.425us             1                                                                [[8, 256, 152064]]            --  
                                          aten::resize_         0.00%      62.889us         0.00%      62.889us      62.889us             1                                                                     [[0], [], []]            --  
                                     aten::resolve_conj         0.00%      61.996us         0.00%      61.996us       0.325us           191                                                                    [[2048, 1024]]            --  
                                       aten::lift_fresh         0.00%      58.166us         0.00%      58.166us       0.301us           193                                                                              [[]]            --  
                                           aten::matmul         0.00%      56.561us         0.70%     322.284ms     322.284ms             1                                                  [[8, 256, 5120], [5120, 152064]]            --  
                                              aten::add         0.00%      55.422us         0.00%      55.422us      55.422us             1                                                                   [[256], [], []]       256.000  
                                         aten::_to_copy         0.00%      55.265us         0.08%      35.762ms      17.881ms             2                                        [[8, 256, 152064], [], [], [], [], [], []]            --  
                                     aten::resolve_conj         0.00%      54.808us         0.00%      54.808us       0.571us            96                                                                       [[5120, 8]]            --  
                                       aten::as_strided         0.00%      49.073us         0.00%      49.073us       1.022us            48                                                              [[1024], [], [], []]            --  
                                       aten::as_strided         0.00%      47.676us         0.00%      47.676us       0.993us            48                                                        [[1024, 5120], [], [], []]            --  
                                               aten::to         0.00%      44.655us         0.00%      44.655us       0.465us            96                                                         [[0], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%      43.204us         0.00%      43.204us       0.900us            48                                                        [[8, 40, 256], [], [], []]            --  
autograd::engine::evaluate_function: NllLossBackward...         0.00%      42.496us         0.03%      14.245ms      14.245ms             1                                                                                []            --  
                                  aten::constant_pad_nd         0.00%      40.889us         0.00%     275.703us     275.703us             1                                                                [[8, 256], [], []]            --  
                                       aten::lift_fresh         0.00%      39.876us         0.00%      39.876us       0.415us            96                                                                             [[0]]            --  
                                             aten::view         0.00%      38.667us         0.00%      38.667us      12.889us             3                                                            [[8, 256, 152064], []]            --  
                                                detach_         0.00%      38.144us         0.00%      38.144us       0.397us            96                                                                             [[0]]            --  
                                            aten::copy_         0.00%      37.366us         0.00%      37.366us      12.455us             3                                                          [[8, 256], [8, 256], []]            --  
                                            aten::clone         0.00%      35.789us         0.00%     215.646us     107.823us             2                                                                    [[8, 256], []]            --  
                                        aten::transpose         0.00%      35.637us         0.00%      40.559us      40.559us             1                                                          [[152064, 5120], [], []]            --  
                                            MmBackward0         0.00%      33.991us         1.25%     576.562ms     576.562ms             1                                                                  [[2048, 152064]]            --  
                                       aten::as_strided         0.00%      33.897us         0.00%      33.897us       0.706us            48                                                        [[8, 256, 40], [], [], []]            --  
                                            aten::slice         0.00%      31.175us         0.00%      39.591us      19.795us             2                                                        [[8, 257], [], [], [], []]            --  
                               aten::cross_entropy_loss         0.00%      30.215us         0.09%      41.469ms      41.469ms             1                                          [[2048, 152064], [2048], [], [], [], []]            --  
                           BackwardHookFunctionBackward         0.00%      29.160us         0.00%      29.160us      29.160us             1                                                                [[8, 256, 152064]]            --  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.00%      27.916us         0.07%      32.834ms      32.834ms             1                                                                                []            --  
                                     aten::_unsafe_view         0.00%      26.291us         0.00%      26.291us      26.291us             1                                                              [[2048, 152064], []]            --  
                                     aten::resolve_conj         0.00%      24.940us         0.00%      24.940us       0.260us            96                                                                   [[13824, 5120]]            --  
                                           aten::matmul         0.00%      16.487us         0.00%     104.898us     104.898us             1                                                         [[1, 64, 1], [1, 1, 256]]            --  
                                            aten::copy_         0.00%      16.368us         0.00%      16.368us       8.184us             2                                                [[1, 256, 128], [1, 256, 128], []]            --  
                                            aten::fill_         0.00%      15.682us         0.00%      15.682us      15.682us             1                                                                    [[8, 257], []]            --  
                                      aten::log_softmax         0.00%      15.505us         0.09%      41.165ms      41.165ms             1                                                          [[2048, 152064], [], []]            --  
                                     aten::resolve_conj         0.00%      14.099us         0.00%      14.099us       0.300us            47                                                                    [[1024, 5120]]            --  
                                        aten::embedding         0.00%      13.950us         0.00%     406.588us     406.588us             1                                            [[152064, 5120], [8, 256], [], [], []]            --  
                                       NllLossBackward0         0.00%      13.900us         0.03%      14.202ms      14.202ms             1                                                                              [[]]            --  
                                     aten::resolve_conj         0.00%      12.336us         0.00%      12.336us       0.257us            48                                                                   [[5120, 13824]]            --  
                                           aten::narrow         0.00%      12.292us         0.00%      32.591us      32.591us             1                                                            [[8, 257], [], [], []]            --  
                                            aten::alias         0.00%      12.283us         0.00%      12.283us      12.283us             1                                                                  [[8, 256, 5120]]            --  
                                           aten::expand         0.00%      12.254us         0.00%      14.788us       7.394us             2                                                              [[1, 64, 1], [], []]            --  
                                             aten::view         0.00%      12.072us         0.00%      12.072us      12.072us             1                                                              [[2048, 152064], []]            --  
                                              aten::pad         0.00%      11.842us         0.00%     287.545us     287.545us             1                                                            [[8, 256], [], [], []]            --  
                                    LogSoftmaxBackward0         0.00%      11.096us         0.07%      32.806ms      32.806ms             1                                                                  [[2048, 152064]]            --  
                                     aten::resolve_conj         0.00%      10.663us         0.00%      10.663us       0.222us            48                                                                    [[5120, 5120]]            --  
                                       aten::empty_like         0.00%      10.248us         0.00%     241.980us     241.980us             1                                                          [[], [], [], [], [], []]            --  
                                       aten::empty_like         0.00%       9.658us         0.00%     106.647us     106.647us             1                                                    [[8, 256], [], [], [], [], []]            --  
                                         aten::_to_copy         0.00%       9.440us         0.00%      62.171us      62.171us             1                                             [[1, 1, 256], [], [], [], [], [], []]            --  
                                        aten::ones_like         0.00%       9.430us         0.00%     254.537us     254.537us             1                                                          [[], [], [], [], [], []]            --  
                                           aten::arange         0.00%       9.420us         0.00%      72.309us      72.309us             1                                                                 [[], [], [], [0]]            --  
                                        aten::unsqueeze         0.00%       8.718us         0.00%       9.864us       9.864us             1                                                                       [[256], []]            --  
    autograd::engine::evaluate_function: AliasBackward0         0.00%       8.553us         0.00%      10.901us      10.901us             1                                                                                []            --  
                                         aten::_to_copy         0.00%       8.481us         0.00%     111.042us      55.521us             2                                           [[1, 256, 128], [], [], [], [], [], []]            --  
                                          ViewBackward0         0.00%       8.417us         0.00%      24.071us      24.071us             1                                                                  [[2048, 152064]]            --  
                                       aten::as_strided         0.00%       8.416us         0.00%       8.416us       4.208us             2                                                            [[8, 257], [], [], []]            --  
                                               aten::to         0.00%       8.113us         0.05%      21.341ms      21.341ms             1                                                [[8, 256, 152064], [], [], [], []]            --  
                                      aten::nll_loss_nd         0.00%       8.099us         0.00%     273.985us     273.985us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                           aten::linear         0.00%       7.261us         0.70%     322.338ms     322.338ms             1                                              [[8, 256, 5120], [152064, 5120], []]            --  
                                             aten::view         0.00%       7.034us         0.00%       7.034us       3.517us             2                                                                    [[8, 256], []]            --  
                                          aten::view_as         0.00%       6.974us         0.00%      19.512us      19.512us             1                                              [[8, 256, 152064], [8, 256, 152064]]            --  
                                                aten::t         0.00%       6.860us         0.00%      15.726us      15.726us             1                                                                  [[5120, 152064]]            --  
                                        aten::transpose         0.00%       6.774us         0.00%       8.323us       8.323us             1                                                            [[1, 64, 256], [], []]            --  
                                       aten::as_strided         0.00%       6.757us         0.00%       6.757us       3.378us             2                                                      [[152064, 5120], [], [], []]            --  
                                        aten::transpose         0.00%       6.404us         0.00%       8.866us       8.866us             1                                                          [[5120, 152064], [], []]            --  
                                           aten::arange         0.00%       6.187us         0.00%      79.583us      79.583us             1                                                              [[], [], [], [], []]            --  
                                                aten::t         0.00%       6.183us         0.00%      46.742us      46.742us             1                                                                  [[152064, 5120]]            --  
                                       aten::contiguous         0.00%       6.179us         0.00%     150.533us     150.533us             1                                                                    [[8, 256], []]            --  
                                         aten::nll_loss         0.00%       6.072us         0.00%     265.886us     265.886us             1                                              [[2048, 152064], [2048], [], [], []]            --  
                                 aten::_index_put_impl_         0.00%       5.468us         0.00%      13.833us      13.833us             1                                                        [[8, 256], [], [], [], []]            --  
                                       aten::index_put_         0.00%       5.240us         0.00%      19.073us      19.073us             1                                                            [[8, 256], [], [], []]            --  
                                            aten::copy_         0.00%       4.861us         0.00%       4.861us       4.861us             1                                                    [[1, 1, 256], [1, 1, 256], []]            --  
                                        ToCopyBackward0         0.00%       4.748us         0.03%      14.439ms      14.439ms             1                                                                [[8, 256, 152064]]            --  
                                     aten::masked_fill_         0.00%       4.728us         0.00%       4.728us       4.728us             1                                                          [[8, 256], [8, 256], []]            --  
                                               aten::to         0.00%       4.603us         0.03%      14.434ms      14.434ms             1                                    [[8, 256, 152064], [], [], [], [], [], [], []]            --  
                                            aten::slice         0.00%       4.057us         0.00%       4.778us       4.778us             1                                                   [[1, 256, 128], [], [], [], []]            --  
                                           aten::narrow         0.00%       4.041us         0.00%       8.819us       8.819us             1                                                       [[1, 256, 128], [], [], []]            --  
                                           aten::select         0.00%       3.993us         0.00%       5.828us       5.828us             1                                                          [[152064, 5120], [], []]            --  
                                     aten::_unsafe_view         0.00%       3.627us         0.00%       3.627us       3.627us             1                                                                [[1, 64, 256], []]            --  
                                            aten::zero_         0.00%       3.619us         0.03%      14.114ms      14.114ms             1                                                                  [[2048, 152064]]            --  
                                        aten::unsqueeze         0.00%       3.610us         0.00%       4.217us       4.217us             1                                                                     [[1, 64], []]            --  
                                          aten::reshape         0.00%       3.582us         0.00%      15.654us      15.654us             1                                                              [[2048, 152064], []]            --  
                                          aten::reshape         0.00%       3.369us         0.00%       5.818us       5.818us             1                                                                    [[8, 256], []]            --  
                                                 detach         0.00%       3.306us         0.00%       3.306us       1.653us             2                                                                        [[8, 256]]            --  
                                    UnsafeViewBackward0         0.00%       3.286us         0.00%       8.495us       8.495us             1                                                                [[8, 256, 152064]]            --  
                                             aten::view         0.00%       3.213us         0.00%       3.213us       3.213us             1                                                                  [[1, 64, 1], []]            --  
                                        aten::unsqueeze         0.00%       3.143us         0.00%       3.725us       3.725us             1                                                                        [[64], []]            --  
                                            aten::fill_         0.00%       3.127us         0.00%       3.127us       3.127us             1                                                                          [[], []]            --  
                                               aten::to         0.00%       2.662us         0.00%       2.662us       0.887us             3                                            [[8, 256], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       2.534us         0.00%       2.534us       1.267us             2                                                          [[1, 64, 1], [], [], []]            --  
                                       aten::as_strided         0.00%       2.462us         0.00%       2.462us       2.462us             1                                                      [[5120, 152064], [], [], []]            --  
                                               aten::to         0.00%       2.454us         0.00%      64.625us      32.312us             2                                                     [[1, 1, 256], [], [], [], []]            --  
                                               aten::to         0.00%       2.430us         0.00%       2.430us       2.430us             1                                              [[2048], [], [], [], [], [], [], []]            --  
                                         AliasBackward0         0.00%       2.348us         0.00%       2.348us       2.348us             1                                                                  [[8, 256, 5120]]            --  
                                               aten::to         0.00%       2.331us         0.00%     113.373us      56.687us             2                                                   [[1, 256, 128], [], [], [], []]            --  
                                          aten::reshape         0.00%       2.026us         0.00%       5.209us       5.209us             1                                                            [[8, 256, 152064], []]            --  
                                           aten::detach         0.00%       2.026us         0.00%       5.332us       2.666us             2                                                                        [[8, 256]]            --  
                                        aten::unsqueeze         0.00%       1.984us         0.00%       2.372us       2.372us             1                                                                    [[1, 256], []]            --  
                                           aten::select         0.00%       1.978us         0.00%       2.252us       2.252us             1                                                            [[2048, 5120], [], []]            --  
                                           aten::expand         0.00%       1.920us         0.00%       2.333us       2.333us             1                                                             [[1, 1, 256], [], []]            --  
                                          aten::reshape         0.00%       1.872us         0.00%       3.071us       3.071us             1                                                                 [[1, 1, 256], []]            --  
                                          aten::reshape         0.00%       1.558us         0.00%       4.771us       4.771us             1                                                                  [[1, 64, 1], []]            --  
                                       aten::as_strided         0.00%       1.549us         0.00%       1.549us       1.549us             1                                                        [[1, 64, 256], [], [], []]            --  
                                               aten::to         0.00%       1.306us         0.00%       1.306us       0.653us             2                                                      [[1, 64, 1], [], [], [], []]            --  
                                             aten::view         0.00%       1.199us         0.00%       1.199us       1.199us             1                                                                 [[1, 1, 256], []]            --  
                                       aten::as_strided         0.00%       1.146us         0.00%       1.146us       1.146us             1                                                               [[256], [], [], []]            --  
                                     aten::resolve_conj         0.00%       1.061us         0.00%       1.061us       0.531us             2                                                                  [[2048, 152064]]            --  
                                     aten::resolve_conj         0.00%       0.688us         0.00%       0.688us       0.688us             1                                                                     [[1, 1, 256]]            --  
                                       aten::as_strided         0.00%       0.607us         0.00%       0.607us       0.607us             1                                                             [[1, 64], [], [], []]            --  
                                               aten::to         0.00%       0.595us         0.00%       0.595us       0.595us             1                                      [[2048, 152064], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       0.582us         0.00%       0.582us       0.582us             1                                                                [[64], [], [], []]            --  
                                               aten::to         0.00%       0.569us         0.00%       0.569us       0.569us             1                                          [[1, 64, 1], [], [], [], [], [], [], []]            --  
                                       aten::as_strided         0.00%       0.413us         0.00%       0.413us       0.413us             1                                                         [[1, 1, 256], [], [], []]            --  
                                       aten::as_strided         0.00%       0.388us         0.00%       0.388us       0.388us             1                                                            [[1, 256], [], [], []]            --  
                                     aten::resolve_conj         0.00%       0.158us         0.00%       0.158us       0.158us             1                                                                  [[152064, 5120]]            --  
                                     aten::resolve_conj         0.00%       0.070us         0.00%       0.070us       0.070us             1                                                                      [[1, 64, 1]]            --  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  --------------------------------------------------------------------------------  ------------  
Self CPU time total: 46.047s
